time,series,value,lower_ci,upper_ci
2015Q3,Treated,-3.61515,,
2015Q4,Synthetic,-3.08107,,
2015Q4,Treated,-3.74142,,
2016Q1,Synthetic,-3.12445,,
2016Q1,Treated,-3.7437,,
2016Q2,Synthetic,-3.1022,,
2016Q2,Treated,-3.88755,,
2016Q3,Synthetic,-3.01011,,
2016Q3,Treated,-4.08227,,
2016Q4,Synthetic,-3.14022,,
2016Q4,Treated,-3.73593,,
2017Q1,Synthetic,-3.30297,,
2017Q1,Treated,-3.96943,,
2017Q2,Synthetic,-3.33677,,
2017Q2,Treated,-4.03075,,
2017Q3,Synthetic,-3.13548,,
2017Q3,Treated,-3.98826,,
2017Q4,Synthetic,-3.42402,,
2017Q4,Treated,-4.03398,,
2018Q1,Synthetic,-3.40496,,
2018Q1,Treated,-3.97732,,
2018Q2,Synthetic,-3.35894,,
2018Q2,Treated,-4.10908,,
2018Q3,Synthetic,-3.46435,,
2018Q3,Treated,-3.98204,,
2018Q4,Synthetic,-3.69167,,
2018Q4,Treated,-4.10964,,
2019Q1,Synthetic,-3.53163,,
2019Q1,Treated,-4.04108,,
2019Q2,Synthetic,-3.66468,,
2019Q2,Treated,-4.3029,,
2019Q3,Synthetic,-3.56293,,
2019Q3,Treated,-4.29828,,
2019Q4,Synthetic,-3.44839,,
2019Q4,Treated,-4.49763,,
2020Q1,Synthetic,,,
2020Q1,Treated,,,
2020Q2,Synthetic,,,
2020Q2,Treated,,,
2020Q3,Synthetic,,,
2020Q3,Treated,,,
2020Q4,Synthetic,,,
2020Q4,Treated,,,
2021Q1,Synthetic,-2.80921,,
2021Q1,Treated,-3.6086,,
2021Q2,Synthetic,-2.76313,,
2021Q2,Treated,-3.66054,,
2021Q3,Synthetic,-2.96804,,
2021Q3,Treated,-3.96138,,
2021Q4,Synthetic,-3.42235,,
2021Q4,Treated,-4.05231,,
2022Q1,Synthetic,-3.37862,,
2022Q1,Treated,-4.44852,,
2022Q2,Synthetic,-3.68042,,
2022Q2,Treated,-4.42901,,
2022Q3,Synthetic,-3.56048,,
2022Q3,Treated,-4.52629,,
2022Q4,Synthetic,-3.67855,,
2022Q4,Treated,-4.23894,,
2023Q1,Synthetic,-3.7488,,
2023Q1,Treated,-4.40212,,
2023Q2,Synthetic,-3.96321,,
2023Q2,Treated,-4.38398,,
2023Q3,Synthetic,-3.9856,,
2023Q3,Treated,-4.16067,,
2023Q4,Synthetic,-3.68069,,
2023Q4,Treated,-4.4088,,
2024Q1,Synthetic,-3.75081,,
2024Q1,Treated,-4.24059,,
2024Q2,Synthetic,-3.53617,,
2024Q2,Treated,-4.27951,,
2024Q3,Synthetic,-3.5681,,
2024Q3,Treated,-4.20232,,
2024Q4,Synthetic,-3.63978,,
2024Q4,Treated,-4.16464,,
2025Q1,Synthetic,-3.66232,,
2025Q1,Treated,-4.14948,,
2025Q2,Synthetic,-3.82465,,
2025Q2,Treated,-4.10646,,
2025Q3,Synthetic,-3.66599,,
2025Q3,Treated,-4.08401,,
2025Q4,Synthetic,-3.73574,,
2025Q4,Treated,-4.13102,,
2026Q1,Synthetic,-3.4542,,
2026Q1,Treated,-4.00932,,
2005Q1,Difference,0.0041939,-0.897789,0.906176
2005Q2,Difference,0.949098,0.00762907,1.89057
2005Q3,Difference,0.183874,-0.718781,1.08653
2005Q4,Difference,-0.23856,-1.2252,0.74808
2006Q1,Difference,-0.288341,-1.34878,0.772102
2006Q2,Difference,-0.611351,-1.44179,0.219089
2006Q3,Difference,-0.279621,-1.1866,0.627358
2006Q4,Difference,-0.951377,-1.9564,0.0536411
2007Q1,Difference,-0.792847,-1.86568,0.279985
2007Q2,Difference,0.0771552,-0.857293,1.0116
2007Q3,Difference,0.125625,-0.867559,1.11881
2007Q4,Difference,-0.738005,-2.00056,0.524554
2008Q1,Difference,-1.32247,-2.63823,-0.00671711
2008Q2,Difference,-0.317956,-1.43451,0.798596
2008Q3,Difference,-0.639434,-1.95475,0.675886
2008Q4,Difference,-1.64704,-3.2913,-0.00279043
2009Q1,Difference,0.0452287,-1.3201,1.41056
2009Q2,Difference,-1.17124,-3.05816,0.715674
2009Q3,Difference,-0.933565,-3.29956,1.43243
2009Q4,Difference,-1.07916,-2.88835,0.730024
2010Q1,Difference,-0.167674,-2.05961,1.72426
2010Q2,Difference,-2.09689,-4.17669,-0.0170954
2010Q3,Difference,-1.47467,-3.3158,0.366471
2010Q4,Difference,-0.652005,-2.30544,1.00143
2011Q1,Difference,-0.847631,-2.79296,1.0977
2011Q2,Difference,-1.3144,-3.077,0.448212
2011Q3,Difference,0.237823,-1.23275,1.70839
2011Q4,Difference,-0.0712031,-1.64631,1.5039
2012Q1,Difference,-0.331832,-1.79757,1.13391
2012Q2,Difference,-0.19645,-1.57467,1.18177
2012Q3,Difference,-0.0919122,-1.89222,1.7084
2012Q4,Difference,-0.0907268,-1.50318,1.32173
2013Q1,Difference,0.374913,-0.80807,1.5579
2013Q2,Difference,-0.71362,-2.14786,0.720622
2013Q3,Difference,-1.31348,-3.01587,0.388911
2013Q4,Difference,-0.99931,-2.66062,0.662001
2014Q1,Difference,-0.3797,-1.79079,1.03139
2014Q2,Difference,0.401763,-0.755916,1.55944
2014Q3,Difference,-0.188323,-1.35549,0.978846
2014Q4,Difference,-0.226085,-1.55634,1.10416
2015Q1,Difference,-1.20896,-2.57019,0.152284
2015Q2,Difference,-0.863123,-2.28481,0.558567
2015Q3,Difference,0.842871,-0.0712744,1.75702
2015Q4,Difference,0.260732,-0.523776,1.04524
2016Q1,Difference,0.419413,-0.524876,1.3637
2016Q2,Difference,-0.181753,-1.29289,0.929381
2016Q3,Difference,-1.43297,-2.77281,-0.0931298
2016Q4,Difference,0.433651,-0.527694,1.395
2017Q1,Difference,0.212417,-0.61497,1.0398
2017Q2,Difference,0.133018,-0.879597,1.14563
2017Q3,Difference,-0.406163,-1.4542,0.64187
2017Q4,Difference,0.3356,-0.541326,1.21253
2018Q1,Difference,0.472075,-0.307606,1.25176
2018Q2,Difference,-0.0447453,-0.904797,0.815307
2018Q3,Difference,0.596563,-0.156261,1.34939
2018Q4,Difference,0.76987,0.10748,1.43226
2019Q1,Difference,0.608201,-0.118344,1.33475
2019Q2,Difference,0.229213,-0.473768,0.932195
2019Q3,Difference,-0.00160108,-0.900831,0.897629
2019Q4,Difference,-0.8874,-1.9613,0.186498
2020Q1,Difference,,,
2020Q2,Difference,,,
2020Q3,Difference,,,
2020Q4,Difference,,,
2021Q1,Difference,-0.307934,-1.97154,1.35567
2021Q2,Difference,-0.777592,-2.40459,0.849405
2021Q3,Difference,-1.29451,-3.23081,0.641795
2021Q4,Difference,0.333862,-0.81285,1.48057
2022Q1,Difference,-1.0156,-2.13692,0.105717
2022Q2,Difference,-0.040388,-1.08916,1.00838
2022Q3,Difference,-0.71538,-1.89982,0.469056
2022Q4,Difference,0.47246,-0.51612,1.46104
2023Q1,Difference,0.204018,-0.783798,1.19183
2023Q2,Difference,0.673004,-0.139133,1.48514
2023Q3,Difference,1.36471,0.579417,2.15001
2023Q4,Difference,0.016029,-0.922865,0.954923
2024Q1,Difference,0.640288,-0.188684,1.46926
2024Q2,Difference,-0.0261554,-1.18239,1.13008
2024Q3,Difference,0.315762,-0.732221,1.36374
2024Q4,Difference,0.578529,-0.417961,1.57502
2025Q1,Difference,0.744729,-0.346349,1.83581
2025Q2,Difference,1.26325,0.29129,2.23522
2025Q3,Difference,1.05496,-0.160508,2.27043
2025Q4,Difference,1.03882,-0.2218,2.29944
2026Q1,Difference,0.579263,-0.588568,1.74709
