category,value,substitution,scenario,measure,basis
2,-0.044165153408819435,postsub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,% of after-tax income
3,-0.042624716746743174,postsub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,% of after-tax income
4,-0.03784881719968747,postsub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,% of after-tax income
5,-0.038776896144007256,postsub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,% of after-tax income
6,-0.038219510856851935,postsub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,% of after-tax income
7,-0.03641889525435149,postsub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,% of after-tax income
8,-0.03510419393848352,postsub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,% of after-tax income
9,-0.03219756755021774,postsub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,% of after-tax income
10,-0.022646097085187,postsub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,% of after-tax income
Total,-0.032919372350520004,postsub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,% of after-tax income
1,-571.5330481936223,presub,tracker_actual_2026-07-23,level,2025 dollars
2,-571.4290126823158,presub,tracker_actual_2026-07-23,level,2025 dollars
3,-671.172965817015,presub,tracker_actual_2026-07-23,level,2025 dollars
4,-700.4262165437466,presub,tracker_actual_2026-07-23,level,2025 dollars
5,-847.3728774599901,presub,tracker_actual_2026-07-23,level,2025 dollars
6,-963.9061631335704,presub,tracker_actual_2026-07-23,level,2025 dollars
7,-1078.4322447542625,presub,tracker_actual_2026-07-23,level,2025 dollars
8,-1244.8749587548389,presub,tracker_actual_2026-07-23,level,2025 dollars
9,-1444.9848436105854,presub,tracker_actual_2026-07-23,level,2025 dollars
10,-2443.6345200150804,presub,tracker_actual_2026-07-23,level,2025 dollars
Total,-1053.7766850965027,presub,tracker_actual_2026-07-23,level,2025 dollars
1,-487.1048330851607,postsub,tracker_actual_2026-07-23,level,2025 dollars
2,-487.0161659459113,postsub,tracker_actual_2026-07-23,level,2025 dollars
3,-572.0257061579622,postsub,tracker_actual_2026-07-23,level,2025 dollars
4,-596.9575974238818,postsub,tracker_actual_2026-07-23,level,2025 dollars
5,-722.1969496612688,postsub,tracker_actual_2026-07-23,level,2025 dollars
6,-821.5156624571463,postsub,tracker_actual_2026-07-23,level,2025 dollars
7,-919.1236801353216,postsub,tracker_actual_2026-07-23,level,2025 dollars
8,-1060.979082334261,postsub,tracker_actual_2026-07-23,level,2025 dollars
9,-1231.5282611952653,postsub,tracker_actual_2026-07-23,level,2025 dollars
10,-2082.6550428801,postsub,tracker_actual_2026-07-23,level,2025 dollars
Total,-898.1102981276279,postsub,tracker_actual_2026-07-23,level,2025 dollars
1,-297.7608452224461,presub,tracker_no_fl_301_2026-07-23,level,2025 dollars
2,-297.706644154148,presub,tracker_no_fl_301_2026-07-23,level,2025 dollars
3,-349.67186976110975,presub,tracker_no_fl_301_2026-07-23,level,2025 dollars
4,-364.9124104252514,presub,tracker_no_fl_301_2026-07-23,level,2025 dollars
5,-441.46959656755416,presub,tracker_no_fl_301_2026-07-23,level,2025 dollars
6,-502.1818331536681,presub,tracker_no_fl_301_2026-07-23,level,2025 dollars
7,-561.8483440775286,presub,tracker_no_fl_301_2026-07-23,level,2025 dollars
8,-648.5627053180001,presub,tracker_no_fl_301_2026-07-23,level,2025 dollars
9,-752.81719880763535,presub,tracker_no_fl_301_2026-07-23,level,2025 dollars
10,-1273.0999237824235,presub,tracker_no_fl_301_2026-07-23,level,2025 dollars
Total,-549.0031371269765,presub,tracker_no_fl_301_2026-07-23,level,2025 dollars
1,-254.4308653284034,postsub,tracker_no_fl_301_2026-07-23,level,2025 dollars
2,-254.3845515671078,postsub,tracker_no_fl_301_2026-07-23,level,2025 dollars
3,-298.7878286611382,postsub,tracker_no_fl_301_2026-07-23,level,2025 dollars
4,-311.81057497405055,postsub,tracker_no_fl_301_2026-07-23,level,2025 dollars
5,-377.2272052322771,postsub,tracker_no_fl_301_2026-07-23,level,2025 dollars
6,-429.10463350558746,postsub,tracker_no_fl_301_2026-07-23,level,2025 dollars
7,-480.08850948882247,postsub,tracker_no_fl_301_2026-07-23,level,2025 dollars
8,-554.1842488071692,postsub,tracker_no_fl_301_2026-07-23,level,2025 dollars
9,-643.2676908330205,postsub,tracker_no_fl_301_2026-07-23,level,2025 dollars
10,-1087.8391852209477,postsub,tracker_no_fl_301_2026-07-23,level,2025 dollars
Total,-469.1125293618524,postsub,tracker_no_fl_301_2026-07-23,level,2025 dollars
1,-585.1122178105074,presub,tracker_no_fl_301_keep_s122_2026-07-23,level,2025 dollars
2,-585.0057104983862,presub,tracker_no_fl_301_keep_s122_2026-07-23,level,2025 dollars
3,-687.1195004468193,presub,tracker_no_fl_301_keep_s122_2026-07-23,level,2025 dollars
4,-717.0677850910453,presub,tracker_no_fl_301_keep_s122_2026-07-23,level,2025 dollars
5,-867.5057815293959,presub,tracker_no_fl_301_keep_s122_2026-07-23,level,2025 dollars
6,-986.8078051739052,presub,tracker_no_fl_301_keep_s122_2026-07-23,level,2025 dollars
7,-1104.0549351973095,presub,tracker_no_fl_301_keep_s122_2026-07-23,level,2025 dollars
8,-1274.452195399636,presub,tracker_no_fl_301_keep_s122_2026-07-23,level,2025 dollars
9,-1479.3165315982394,presub,tracker_no_fl_301_keep_s122_2026-07-23,level,2025 dollars
10,-2501.6933282219493,presub,tracker_no_fl_301_keep_s122_2026-07-23,level,2025 dollars
Total,-1078.8135790967194,presub,tracker_no_fl_301_keep_s122_2026-07-23,level,2025 dollars
1,-513.6250936901156,postsub,tracker_no_fl_301_keep_s122_2026-07-23,level,2025 dollars
2,-513.5315990979643,postsub,tracker_no_fl_301_keep_s122_2026-07-23,level,2025 dollars
3,-603.1694554489701,postsub,tracker_no_fl_301_keep_s122_2026-07-23,level,2025 dollars
4,-629.4587552414254,postsub,tracker_no_fl_301_keep_s122_2026-07-23,level,2025 dollars
5,-761.5167223512921,postsub,tracker_no_fl_301_keep_s122_2026-07-23,level,2025 dollars
6,-866.2428094275944,postsub,tracker_no_fl_301_keep_s122_2026-07-23,level,2025 dollars
7,-969.1650631595634,postsub,tracker_no_fl_301_keep_s122_2026-07-23,level,2025 dollars
8,-1118.7437355439142,postsub,tracker_no_fl_301_keep_s122_2026-07-23,level,2025 dollars
9,-1298.5784077158914,postsub,tracker_no_fl_301_keep_s122_2026-07-23,level,2025 dollars
10,-2196.0445039075735,postsub,tracker_no_fl_301_keep_s122_2026-07-23,level,2025 dollars
Total,-947.0076145584304,postsub,tracker_no_fl_301_keep_s122_2026-07-23,level,2025 dollars
1,273.7722029711762,presub,tracker_no_fl_301_2026-07-23,delta_vs_default,2025 dollars
2,273.7223685281678,presub,tracker_no_fl_301_2026-07-23,delta_vs_default,2025 dollars
3,321.50109605590524,presub,tracker_no_fl_301_2026-07-23,delta_vs_default,2025 dollars
4,335.5138061184952,presub,tracker_no_fl_301_2026-07-23,delta_vs_default,2025 dollars
5,405.903280892436,presub,tracker_no_fl_301_2026-07-23,delta_vs_default,2025 dollars
6,461.72432997990234,presub,tracker_no_fl_301_2026-07-23,delta_vs_default,2025 dollars
7,516.5839006767338,presub,tracker_no_fl_301_2026-07-23,delta_vs_default,2025 dollars
8,596.3122534368388,presub,tracker_no_fl_301_2026-07-23,delta_vs_default,2025 dollars
9,692.16764480295,presub,tracker_no_fl_301_2026-07-23,delta_vs_default,2025 dollars
10,1170.534596232657,presub,tracker_no_fl_301_2026-07-23,delta_vs_default,2025 dollars
Total,504.77354796952613,presub,tracker_no_fl_301_2026-07-23,delta_vs_default,2025 dollars
1,232.6739677567573,postsub,tracker_no_fl_301_2026-07-23,delta_vs_default,2025 dollars
2,232.63161437880353,postsub,tracker_no_fl_301_2026-07-23,delta_vs_default,2025 dollars
3,273.237877496824,postsub,tracker_no_fl_301_2026-07-23,delta_vs_default,2025 dollars
4,285.14702244983124,postsub,tracker_no_fl_301_2026-07-23,delta_vs_default,2025 dollars
5,344.96974442899176,postsub,tracker_no_fl_301_2026-07-23,delta_vs_default,2025 dollars
6,392.4110289515588,postsub,tracker_no_fl_301_2026-07-23,delta_vs_default,2025 dollars
7,439.0351706464991,postsub,tracker_no_fl_301_2026-07-23,delta_vs_default,2025 dollars
8,506.7948335270918,postsub,tracker_no_fl_301_2026-07-23,delta_vs_default,2025 dollars
9,588.2605703622447,postsub,tracker_no_fl_301_2026-07-23,delta_vs_default,2025 dollars
10,994.8158576591525,postsub,tracker_no_fl_301_2026-07-23,delta_vs_default,2025 dollars
Total,428.99776876577545,postsub,tracker_no_fl_301_2026-07-23,delta_vs_default,2025 dollars
1,-13.57916961688511,presub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,2025 dollars
2,-13.57669781607035,presub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,2025 dollars
3,-15.946534629804319,presub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,2025 dollars
4,-16.641568547298675,presub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,2025 dollars
5,-20.132904069405754,presub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,2025 dollars
6,-22.901642040334764,presub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,2025 dollars
7,-25.622690443047077,presub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,2025 dollars
8,-29.57723664479704,presub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,2025 dollars
9,-34.33168798765405,presub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,2025 dollars
10,-58.05880820686889,presub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,2025 dollars
Total,-25.036894000216762,presub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,2025 dollars
1,-26.5202606049549,postsub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,2025 dollars
2,-26.515433152052992,postsub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,2025 dollars
3,-31.143749291007907,postsub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,2025 dollars
4,-32.50115781754357,postsub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,2025 dollars
5,-39.31977269002323,postsub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,2025 dollars
6,-44.727146970448075,postsub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,2025 dollars
7,-50.04138302424178,postsub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,2025 dollars
8,-57.76465320965326,postsub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,2025 dollars
9,-67.05014652062619,postsub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,2025 dollars
10,-113.38946102747332,postsub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,2025 dollars
Total,-48.89731643080256,postsub,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default,2025 dollars
