category,value,substitution,scenario,measure,basis
8,-0.6255790452941761,postsub,tracker_no_s338_2026-08-24,level,% of after-tax income
9,-0.5737811158449313,postsub,tracker_no_s338_2026-08-24,level,% of after-tax income
10,-0.4035678420366691,postsub,tracker_no_s338_2026-08-24,level,% of after-tax income
Total,-0.5866441361055064,postsub,tracker_no_s338_2026-08-24,level,% of after-tax income
1,0.03982176403205551,presub,tracker_no_s338_2026-08-24,delta_vs_default,% of after-tax income
2,0.024577606348315628,presub,tracker_no_s338_2026-08-24,delta_vs_default,% of after-tax income
3,0.02372036386271681,presub,tracker_no_s338_2026-08-24,delta_vs_default,% of after-tax income
4,0.02106260837073204,presub,tracker_no_s338_2026-08-24,delta_vs_default,% of after-tax income
5,0.02157907796707914,presub,tracker_no_s338_2026-08-24,delta_vs_default,% of after-tax income
6,0.02126889686014999,presub,tracker_no_s338_2026-08-24,delta_vs_default,% of after-tax income
7,0.020266866570495035,presub,tracker_no_s338_2026-08-24,delta_vs_default,% of after-tax income
8,0.019535244263924056,presub,tracker_no_s338_2026-08-24,delta_vs_default,% of after-tax income
9,0.017917726522931776,presub,tracker_no_s338_2026-08-24,delta_vs_default,% of after-tax income
10,0.012602398418802063,presub,tracker_no_s338_2026-08-24,delta_vs_default,% of after-tax income
Total,0.01831940596640458,presub,tracker_no_s338_2026-08-24,delta_vs_default,% of after-tax income
1,0.048545521073058984,postsub,tracker_no_s338_2026-08-24,delta_vs_default,% of after-tax income
2,0.029961824542656057,postsub,tracker_no_s338_2026-08-24,delta_vs_default,% of after-tax income
3,0.028916785876968998,postsub,tracker_no_s338_2026-08-24,delta_vs_default,% of after-tax income
4,0.025676795676150443,postsub,tracker_no_s338_2026-08-24,delta_vs_default,% of after-tax income
5,0.026306408308400142,postsub,tracker_no_s338_2026-08-24,delta_vs_default,% of after-tax income
6,0.025928275801493372,postsub,tracker_no_s338_2026-08-24,delta_vs_default,% of after-tax income
7,0.0247067306559009,postsub,tracker_no_s338_2026-08-24,delta_vs_default,% of after-tax income
8,0.023814831791938773,postsub,tracker_no_s338_2026-08-24,delta_vs_default,% of after-tax income
9,0.02184296430966981,postsub,tracker_no_s338_2026-08-24,delta_vs_default,% of after-tax income
10,0.015363206851373157,postsub,tracker_no_s338_2026-08-24,delta_vs_default,% of after-tax income
Total,0.022332639701047152,postsub,tracker_no_s338_2026-08-24,delta_vs_default,% of after-tax income
1,-583.8978104699802,presub,tracker_actual_2026-08-24,level,2025 dollars
2,-583.7915242150472,presub,tracker_actual_2026-08-24,level,2025 dollars
3,-685.6933757825889,presub,tracker_actual_2026-08-24,level,2025 dollars
4,-715.579502407206,presub,tracker_actual_2026-08-24,level,2025 dollars
5,-865.7052630015462,presub,tracker_actual_2026-08-24,level,2025 dollars
6,-984.7596738824805,presub,tracker_actual_2026-08-24,level,2025 dollars
7,-1101.7634560983663,presub,tracker_actual_2026-08-24,level,2025 dollars
8,-1271.807054768261,presub,tracker_actual_2026-08-24,level,2025 dollars
9,-1476.246192609834,presub,tracker_actual_2026-08-24,level,2025 dollars
10,-2496.5010340789395,presub,tracker_actual_2026-08-24,level,2025 dollars
Total,-1076.574488731425,presub,tracker_actual_2026-08-24,level,2025 dollars
1,-490.5993536204167,postsub,tracker_actual_2026-08-24,level,2025 dollars
2,-490.5100503775652,postsub,tracker_actual_2026-08-24,level,2025 dollars
3,-576.1294543474486,postsub,tracker_actual_2026-08-24,level,2025 dollars
4,-601.2402085605077,postsub,tracker_actual_2026-08-24,level,2025 dollars
5,-727.3780357431004,postsub,tracker_actual_2026-08-24,level,2025 dollars
6,-827.409267195798,postsub,tracker_actual_2026-08-24,level,2025 dollars
7,-925.7175308970352,postsub,tracker_actual_2026-08-24,level,2025 dollars
8,-1068.5906126227435,postsub,tracker_actual_2026-08-24,level,2025 dollars
9,-1240.3633219587505,postsub,tracker_actual_2026-08-24,level,2025 dollars
10,-2097.5961404034056,postsub,tracker_actual_2026-08-24,level,2025 dollars
Total,-904.5533975726771,postsub,tracker_actual_2026-08-24,level,2025 dollars
1,-569.13946650206,presub,tracker_no_s338_2026-08-24,level,2025 dollars
2,-569.035866691709,presub,tracker_no_s338_2026-08-24,level,2025 dollars
3,-668.362091926295,presub,tracker_no_s338_2026-08-24,level,2025 dollars
4,-697.4928299731746,presub,tracker_no_s338_2026-08-24,level,2025 dollars
5,-843.8240779429279,presub,tracker_no_s338_2026-08-24,level,2025 dollars
6,-959.8693219539526,presub,tracker_no_s338_2026-08-24,level,2025 dollars
7,-1073.915768087178,presub,tracker_no_s338_2026-08-24,level,2025 dollars
8,-1239.661419627089,presub,tracker_no_s338_2026-08-24,level,2025 dollars
9,-1438.9332438348897,presub,tracker_no_s338_2026-08-24,level,2025 dollars
10,-2433.4005731480293,presub,tracker_no_s338_2026-08-24,level,2025 dollars
Total,-1049.3634659687305,presub,tracker_no_s338_2026-08-24,level,2025 dollars
1,-472.6078980555304,postsub,tracker_no_s338_2026-08-24,level,2025 dollars
2,-472.5218697768908,postsub,tracker_no_s338_2026-08-24,level,2025 dollars
3,-555.0014047464412,postsub,tracker_no_s338_2026-08-24,level,2025 dollars
4,-579.1912873454405,postsub,tracker_no_s338_2026-08-24,level,2025 dollars
5,-700.7033377183827,postsub,tracker_no_s338_2026-08-24,level,2025 dollars
6,-797.0661838735842,postsub,tracker_no_s338_2026-08-24,level,2025 dollars
7,-891.7692476392945,postsub,tracker_no_s338_2026-08-24,level,2025 dollars
8,-1029.4028306124726,postsub,tracker_no_s338_2026-08-24,level,2025 dollars
9,-1194.8762225024357,postsub,tracker_no_s338_2026-08-24,level,2025 dollars
10,-2020.672256434443,postsub,tracker_no_s338_2026-08-24,level,2025 dollars
Total,-871.3812538704916,postsub,tracker_no_s338_2026-08-24,level,2025 dollars
1,14.758343967920155,presub,tracker_no_s338_2026-08-24,delta_vs_default,2025 dollars
2,14.755657523338186,presub,tracker_no_s338_2026-08-24,delta_vs_default,2025 dollars
3,17.331283856293908,presub,tracker_no_s338_2026-08-24,delta_vs_default,2025 dollars
4,18.086672434031357,presub,tracker_no_s338_2026-08-24,delta_vs_default,2025 dollars
5,21.881185058618257,presub,tracker_no_s338_2026-08-24,delta_vs_default,2025 dollars
6,24.89035192852782,presub,tracker_no_s338_2026-08-24,delta_vs_default,2025 dollars
7,27.84768801118821,presub,tracker_no_s338_2026-08-24,delta_vs_default,2025 dollars
8,32.14563514117208,presub,tracker_no_s338_2026-08-24,delta_vs_default,2025 dollars
9,37.31294877494429,presub,tracker_no_s338_2026-08-24,delta_vs_default,2025 dollars
10,63.10046093091023,presub,tracker_no_s338_2026-08-24,delta_vs_default,2025 dollars
Total,27.211022762694483,presub,tracker_no_s338_2026-08-24,delta_vs_default,2025 dollars
1,17.99145556488628,postsub,tracker_no_s338_2026-08-24,delta_vs_default,2025 dollars
2,17.98818060067441,postsub,tracker_no_s338_2026-08-24,delta_vs_default,2025 dollars
3,21.128049601007433,postsub,tracker_no_s338_2026-08-24,delta_vs_default,2025 dollars
4,22.04892121506714,postsub,tracker_no_s338_2026-08-24,delta_vs_default,2025 dollars
5,26.674698024717713,postsub,tracker_no_s338_2026-08-24,delta_vs_default,2025 dollars
6,30.343083322213715,postsub,tracker_no_s338_2026-08-24,delta_vs_default,2025 dollars
7,33.94828325774074,postsub,tracker_no_s338_2026-08-24,delta_vs_default,2025 dollars
8,39.187782010270894,postsub,tracker_no_s338_2026-08-24,delta_vs_default,2025 dollars
9,45.48709945631481,postsub,tracker_no_s338_2026-08-24,delta_vs_default,2025 dollars
10,76.92388396896263,postsub,tracker_no_s338_2026-08-24,delta_vs_default,2025 dollars
Total,33.17214370218551,postsub,tracker_no_s338_2026-08-24,delta_vs_default,2025 dollars
