category,series,value,scenario,measure
Total,conventional,1967.2239408578341,tracker_no_fl_301_keep_s122_2026-07-24,level
Total,dynamic,1843.316940857834,tracker_no_fl_301_keep_s122_2026-07-24,level
2026,conventional,-15.20342156530836,tracker_no_fl_301_2026-07-24,delta_vs_default
2026,dynamic,-13.705421565308356,tracker_no_fl_301_2026-07-24,delta_vs_default
2027,conventional,-60.965125304554334,tracker_no_fl_301_2026-07-24,delta_vs_default
2027,dynamic,-56.630125304554326,tracker_no_fl_301_2026-07-24,delta_vs_default
2028,conventional,-62.81841456048437,tracker_no_fl_301_2026-07-24,delta_vs_default
2028,dynamic,-58.155414560484374,tracker_no_fl_301_2026-07-24,delta_vs_default
2029,conventional,-64.44120168668604,tracker_no_fl_301_2026-07-24,delta_vs_default
2029,dynamic,-59.29020168668603,tracker_no_fl_301_2026-07-24,delta_vs_default
2030,conventional,-66.15398832387223,tracker_no_fl_301_2026-07-24,delta_vs_default
2030,dynamic,-60.40398832387223,tracker_no_fl_301_2026-07-24,delta_vs_default
2031,conventional,-68.24338697955974,tracker_no_fl_301_2026-07-24,delta_vs_default
2031,dynamic,-62.05438697955974,tracker_no_fl_301_2026-07-24,delta_vs_default
2032,conventional,-70.95230850360727,tracker_no_fl_301_2026-07-24,delta_vs_default
2032,dynamic,-64.32730850360733,tracker_no_fl_301_2026-07-24,delta_vs_default
2033,conventional,-73.70719927921203,tracker_no_fl_301_2026-07-24,delta_vs_default
2033,dynamic,-66.63719927921201,tracker_no_fl_301_2026-07-24,delta_vs_default
2034,conventional,-76.52573265753952,tracker_no_fl_301_2026-07-24,delta_vs_default
2034,dynamic,-68.99973265753948,tracker_no_fl_301_2026-07-24,delta_vs_default
2035,conventional,-79.30802639671421,tracker_no_fl_301_2026-07-24,delta_vs_default
2035,dynamic,-71.29502639671423,tracker_no_fl_301_2026-07-24,delta_vs_default
Total,conventional,-638.3188052575381,tracker_no_fl_301_2026-07-24,delta_vs_default
Total,dynamic,-581.4988052575382,tracker_no_fl_301_2026-07-24,delta_vs_default
2026,conventional,1.4993727600200657,tracker_no_fl_301_keep_s122_2026-07-24,delta_vs_default
2026,dynamic,1.5313727600200622,tracker_no_fl_301_keep_s122_2026-07-24,delta_vs_default
2027,conventional,6.353112771934008,tracker_no_fl_301_keep_s122_2026-07-24,delta_vs_default
2027,dynamic,6.336112771934012,tracker_no_fl_301_keep_s122_2026-07-24,delta_vs_default
2028,conventional,6.640606793832205,tracker_no_fl_301_keep_s122_2026-07-24,delta_vs_default
2028,dynamic,6.860606793832204,tracker_no_fl_301_keep_s122_2026-07-24,delta_vs_default
2029,conventional,6.9102329048184,tracker_no_fl_301_keep_s122_2026-07-24,delta_vs_default
2029,dynamic,7.3482329048183885,tracker_no_fl_301_keep_s122_2026-07-24,delta_vs_default
2030,conventional,7.196254739992128,tracker_no_fl_301_keep_s122_2026-07-24,delta_vs_default
2030,dynamic,7.7112547399921425,tracker_no_fl_301_keep_s122_2026-07-24,delta_vs_default
2031,conventional,7.53014241270688,tracker_no_fl_301_keep_s122_2026-07-24,delta_vs_default
2031,dynamic,8.084142412706882,tracker_no_fl_301_keep_s122_2026-07-24,delta_vs_default
2032,conventional,7.829456137880868,tracker_no_fl_301_keep_s122_2026-07-24,delta_vs_default
2032,dynamic,8.425456137880786,tracker_no_fl_301_keep_s122_2026-07-24,delta_vs_default
2033,conventional,8.133628338745211,tracker_no_fl_301_keep_s122_2026-07-24,delta_vs_default
2033,dynamic,8.770628338745212,tracker_no_fl_301_keep_s122_2026-07-24,delta_vs_default
2034,conventional,8.445071771721985,tracker_no_fl_301_keep_s122_2026-07-24,delta_vs_default
2034,dynamic,9.12507177172202,tracker_no_fl_301_keep_s122_2026-07-24,delta_vs_default
2035,conventional,8.752276399537209,tracker_no_fl_301_keep_s122_2026-07-24,delta_vs_default
2035,dynamic,9.477276399537203,tracker_no_fl_301_keep_s122_2026-07-24,delta_vs_default
Total,conventional,69.29015503118899,tracker_no_fl_301_keep_s122_2026-07-24,delta_vs_default
Total,dynamic,73.67015503118887,tracker_no_fl_301_keep_s122_2026-07-24,delta_vs_default
