cps_code,AIOE,dv_rating_beta,human_rating_beta,genaiexp_estz_total,genaiexp_estz_core,ai_applicability_score,augmentation,automation,total,total_fm,employment_count,pca
4640,0.4746118999999998,0.23999999999999996,0.28,0.0666666699999999,0.0333333349999999,0.1475726214134187,0.7852077001013171,2.214792299898683,3.0,3.0,82810.0,-0.706920410835504
4655,,,,0.0,0.0,,,,,,62390.0,
4700,0.0191826,0.48648648648648646,0.4054054054054054,0.21428572,0.16666667,0.1300948369812961,1.5716973355590396,3.928302664440961,5.5,7.0,1113160.0,0.28173986103820237
4710,1.3161950000000002,0.537037037037037,0.4444444444444444,0.41666666000000013,0.19444445,0.1694501446418544,3.054497403704565,3.445502596295435,6.5,6.5,219010.0,1.5363947179760502
4720,-0.24671894944384154,0.20966623283214025,0.36011270083624297,0.17260464321758004,0.10365502688822573,0.3292381818646422,1.07194087597843,2.42805912402157,3.5,4.5,3169960.0,0.0815491468252107
4740,0.0784367,0.532258064516129,0.6774193548387096,0.3125,0.3125,0.3574297738222107,1.8390202487677194,5.160979751232281,7.0,7.0,398620.0,2.22394904503705
4750,-0.1184909,0.3428571428571428,0.3428571428571428,0.21052632,0.21052632,0.2570143608977006,0.39080459770114945,1.6091954022988506,2.0,3.5,265060.0,0.36463703372659806
4760,0.0873069,0.3421052631578947,0.3552631578947368,0.20833333,0.083333336,0.3362365780595582,1.4223059654183121,4.577694034581688,6.0,6.5,3800250.0,0.5031130078759207
4800,1.1625880000000002,0.5384615384615384,0.6923076923076923,0.6000000200000001,0.5500000100000001,0.36296401051709376,2.581533642256939,4.418466357743061,7.0,9.0,97470.0,3.6994208986935613
4810,1.3412579999999998,0.5757575757575758,0.5303030303030303,0.1578947299999999,0.1578947299999999,0.2399439463922212,1.6403924227292626,4.859607577270737,6.5,9.0,469480.0,1.5237530165500792
4820,1.255987385858347,0.6057692307692308,0.5192307692307693,0.5332014956781342,0.4498887294864613,0.2318186067338622,5.689250860435122,19.81074913956488,25.5,29.5,472300.0,2.723870259028537
4830,1.1335980000000003,0.5625,0.5625,0.6250000000000001,0.6250000000000001,0.2558324035888885,1.7531158872009014,3.2468841127990986,5.0,5.0,59150.0,3.273085143053168
4840,0.0,0.6333333333333333,0.5666666666666667,0.0,0.0,0.45981045904448153,,,,,1189330.0,1.3599310579107187
4850,0.8354114981970668,0.5976435415516442,0.6817844161293798,0.5019113858545993,0.3340825954935641,0.330271806286969,2.662138009947831,9.409396277175995,12.071534287123828,14.665694936538548,1560790.0,2.940643379990759
4900,0.028529744067313186,0.13622617637164128,0.3976315327570319,0.20333764313462635,0.038487593929834564,0.36411611554181655,1.3971730639519586,5.56874250935095,6.965915573302909,7.0040644609241305,70120.0,0.18456577250231257
4920,0.923731639493734,0.45040384695449437,0.41301854409901684,0.2827748687663933,0.1823121141629543,0.2787459192165372,4.1960133063755025,9.565217385993037,13.761230692368542,15.848307589824723,240190.0,1.2842932011603587
4930,1.145416,0.5113636363636364,0.5340909090909091,0.41999999,0.31999999,0.3131164773130831,3.822703443991349,6.677296556008651,10.5,10.5,56690.0,2.371207454638838
4940,1.118129,0.8055555555555555,0.5277777777777778,0.95833331,0.5,0.4044798809856477,1.2845648604269295,4.215435139573071,5.5,7.5,66430.0,4.519863159982118
4950,1.107101,0.2608695652173913,0.5217391304347826,0.16666667,0.16666667,0.3187895732196953,1.9137792314415374,3.0862207685584626,5.0,5.0,4590.0,1.1382085852652066
4965,,,,0.0,0.0,,,,,,99070.0,
5000,1.0386879999999998,0.4895833333333333,0.53125,0.6206896299999999,0.5172413599999999,0.24548268258056077,5.499773440506874,5.500226559493126,11.0,15.0,1495580.0,2.7772522157109956
5010,0.9832644,0.6290322580645161,0.4838709677419355,0.4999999999999999,0.2631578999999999,0.3455313951514873,0.5447820023042872,4.955217997695713,5.5,5.5,35730.0,2.5660489233196118
5020,1.019712,0.894736842105263,0.5526315789473684,0.40625,0.09375,0.41765146958134247,0.23577235772357724,0.7642276422764227,1.0,1.0,3950.0,2.979620190591903
5040,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.5,1390.0,
5100,1.271991,0.6964285714285714,0.4285714285714285,0.8333333099999998,0.6999999899999999,0.238180754798455,1.2605024518978811,4.739497548102118,6.0,6.0,165020.0,3.753759014146314
5110,1.3334543646993118,0.7738095238095237,0.4166666666666666,0.5833330320813201,0.3833331473677189,0.229383348070611,1.207217648865246,7.292782351134754,8.5,10.5,417500.0,2.8070411698441187
5120,1.039749,0.8023255813953488,0.313953488372093,0.86666667,0.33333334,0.2760486308004596,1.4596889699849434,6.040311030015056,7.5,9.5,1455770.0,3.094111340236322
5130,0.4026518000000001,0.41935483870967744,0.41935483870967744,0.05882353,0.0,0.2229174079999105,0.4842206195022303,2.0157793804977695,2.5,2.5,13490.0,0.07533026051983949
5140,1.2576319999999996,0.8378378378378379,0.48648648648648646,0.7727272499999998,0.5681818099999998,0.23565116520537469,1.0120441051738762,0.9879558948261238,2.0,4.0,156950.0,3.7560878344296684
5150,1.4878379999999995,0.6142857142857142,0.4571428571428571,0.5263158099999999,0.4999999999999999,0.2564595585017837,0.10426540284360188,5.895734597156399,6.0,7.0,59900.0,2.8824878325529966
5160,0.47277230000000003,0.5416666666666666,0.3333333333333333,0.3793103400000001,0.22413793000000004,0.2978949442270133,0.23611111111111113,0.2638888888888889,0.5,2.0,339340.0,1.4268205378953307
5165,,,,0.0,0.0,,,,,,37030.0,
5200,1.144877,0.7666666666666666,0.8,0.30000001,0.2,0.4122568937797963,0.32142857142857134,2.178571428571429,2.5,2.5,40090.0,3.302594174644341
5210,1.149758,0.9642857142857142,0.7321428571428571,0.7380952199999999,0.2857143,0.3170669517958321,2.1425637784978666,3.3574362215021334,5.5,6.5,6260.0,4.12721516162882
5220,1.1662664333613046,0.7,0.5909090909090908,0.5666663846811778,0.5333331008763866,0.2827637378866424,5.050946866300431,9.44905313369957,14.5,17.5,170010.0,3.4157035454247366
5230,1.4402947256345442,0.65,0.5750000000000001,0.5624995023032983,0.40624964055238205,0.1927100122958611,0.134375,3.365625,3.5,5.0,11960.0,2.8209761008575445
5240,0.952839637893328,0.5681818181818182,0.7045454545454546,0.564644582793113,0.3321438827816955,0.44027908504057817,0.661255996556064,5.338744003443936,6.0,6.0,2725930.0,3.481194134591716
5250,1.2262859999999998,0.68,0.62,0.4705882399999998,0.2058823599999999,0.2832000787809853,1.6805189146365618,2.8194810853634387,4.5,5.5,156260.0,2.651542203164726
5260,0.2839743000000001,0.7941176470588235,0.4705882352941176,0.5526315600000002,0.44736841000000027,0.30975887770105,0.16363636363636364,2.8363636363636364,3.0,6.0,78980.0,2.887219217937034
5300,0.6063127000000001,0.5,0.3974358974358974,0.3750000000000001,0.3750000000000001,0.2738846453405436,0.638686567164179,4.3613134328358205,5.0,5.0,261430.0,1.7382025469774982
5310,1.297031,0.6724137931034483,0.4310344827586206,0.61764705,0.47058824000000005,0.24027974457185816,0.4910295138548113,3.0089704861451887,3.5,4.5,157310.0,2.903127671140358
5320,0.2038919,0.5344827586206896,0.4396551724137931,0.3030303100000001,0.27272728,0.1899121738128357,1.401855388901017,1.598144611098983,3.0,3.5,80070.0,1.095809190540635
5330,1.3643949999999998,0.59375,0.5,0.4722222099999998,0.4444444499999999,0.2954918773958341,0.1847826086956521,4.815217391304348,5.0,5.5,173100.0,2.8177209470202325
5340,1.1749980000000002,0.56,0.6,0.4000000100000001,0.26666668,0.359782715361864,0.4125,0.5875,1.0,1.0,38030.0,2.6368088439795905
5350,0.8388861000000003,0.7142857142857143,0.6,0.5263158100000002,0.44736841000000005,0.3260752815025077,0.7394540942928038,6.260545905707196,7.0,8.0,83420.0,3.242883631692809
5360,1.3530979999999997,0.6206896551724138,0.4655172413793103,0.49999999999999994,0.2894736799999999,0.2293396773965254,2.449736383020843,5.550263616979157,8.0,9.0,92580.0,2.2986725663477072
5400,1.0131859999999997,0.5333333333333333,0.5833333333333334,0.4210526299999999,0.2631578999999999,0.2876632920478444,0.6555459985838795,4.84445400141612,5.5,7.5,964530.0,2.2575791305829442
5410,0.227312,0.4571428571428571,0.5285714285714286,0.30952382,0.14285715,0.4151666107253785,1.591401453264997,4.408598546735003,6.0,6.0,127440.0,1.7077907469602902
5420,,,,0.0,0.0,,,,,,143910.0,
5500,1.405415,0.5273013150371642,0.4288164665523156,0.42137098,0.31619623,0.2134007165171192,1.008811459933033,7.991188540066968,9.0,11.5,97800.0,1.9284177420444037
5510,-0.9591126000000001,0.3103448275862069,0.1551724137931034,0.20588236,0.20588236,0.1457512600137547,0.506896551724138,0.993103448275862,1.5,2.0,71920.0,-0.8412924462531017
5521,0.9074452000000002,0.65625,0.59375,0.30555555,0.30555555,0.348876387455149,0.21138211382113814,1.2886178861788617,1.5,4.0,101140.0,2.5665919861714155
5522,1.2345230000000005,0.673913043478261,0.6521739130434783,0.3076923200000001,0.26923078,0.23664144960746084,1.0,3.0,4.0,6.0,211000.0,2.382236645791697
5530,-0.9723772,0.4374999999999999,0.3541666666666666,0.0769230799999999,0.0769230799999999,0.260728237015881,,,,,19620.0,-0.26792618801789503
5540,-0.5186997000000001,0.3148148148148147,0.2777777777777778,0.2857143,0.095238097,0.2371100852403934,1.0,0.0,1.0,1.0,78060.0,-0.15176886433606482
