time,industry,series,variant,value
60,education-and-health-services,Baseline Jan 2022,indexed,
61,education-and-health-services,Baseline Jan 2022,indexed,
62,education-and-health-services,Baseline Jan 2022,indexed,
63,education-and-health-services,Baseline Jan 2022,indexed,
64,education-and-health-services,Baseline Jan 2022,indexed,
65,education-and-health-services,Baseline Jan 2022,indexed,
66,education-and-health-services,Baseline Jan 2022,indexed,
0,education-and-health-services,Baseline Jul 2022,indexed,0.0
1,education-and-health-services,Baseline Jul 2022,indexed,0.66779
2,education-and-health-services,Baseline Jul 2022,indexed,1.125527
3,education-and-health-services,Baseline Jul 2022,indexed,1.485124
4,education-and-health-services,Baseline Jul 2022,indexed,1.793496
5,education-and-health-services,Baseline Jul 2022,indexed,2.188678
6,education-and-health-services,Baseline Jul 2022,indexed,2.585911
7,education-and-health-services,Baseline Jul 2022,indexed,2.932126
8,education-and-health-services,Baseline Jul 2022,indexed,3.237913
9,education-and-health-services,Baseline Jul 2022,indexed,3.476084
10,education-and-health-services,Baseline Jul 2022,indexed,3.847414
11,education-and-health-services,Baseline Jul 2022,indexed,4.114265
12,education-and-health-services,Baseline Jul 2022,indexed,4.339508
13,education-and-health-services,Baseline Jul 2022,indexed,4.40588
14,education-and-health-services,Baseline Jul 2022,indexed,4.497737
15,education-and-health-services,Baseline Jul 2022,indexed,4.538893
16,education-and-health-services,Baseline Jul 2022,indexed,4.609559
17,education-and-health-services,Baseline Jul 2022,indexed,4.667976
18,education-and-health-services,Baseline Jul 2022,indexed,4.799184
19,education-and-health-services,Baseline Jul 2022,indexed,4.945533
20,education-and-health-services,Baseline Jul 2022,indexed,5.079996
21,education-and-health-services,Baseline Jul 2022,indexed,5.18779
22,education-and-health-services,Baseline Jul 2022,indexed,5.175902
23,education-and-health-services,Baseline Jul 2022,indexed,5.213851
24,education-and-health-services,Baseline Jul 2022,indexed,5.218473
25,education-and-health-services,Baseline Jul 2022,indexed,5.0836
26,education-and-health-services,Baseline Jul 2022,indexed,5.089774
27,education-and-health-services,Baseline Jul 2022,indexed,5.144682
28,education-and-health-services,Baseline Jul 2022,indexed,5.202894
29,education-and-health-services,Baseline Jul 2022,indexed,5.252417
30,education-and-health-services,Baseline Jul 2022,indexed,5.271885
31,education-and-health-services,Baseline Jul 2022,indexed,5.368106
32,education-and-health-services,Baseline Jul 2022,indexed,5.376818
33,education-and-health-services,Baseline Jul 2022,indexed,5.50703
34,education-and-health-services,Baseline Jul 2022,indexed,5.665713
35,education-and-health-services,Baseline Jul 2022,indexed,5.856394
36,education-and-health-services,Baseline Jul 2022,indexed,5.976634
37,education-and-health-services,Baseline Jul 2022,indexed,6.109558
38,education-and-health-services,Baseline Jul 2022,indexed,6.211841
39,education-and-health-services,Baseline Jul 2022,indexed,
40,education-and-health-services,Baseline Jul 2022,indexed,6.44872
41,education-and-health-services,Baseline Jul 2022,indexed,6.525008
42,education-and-health-services,Baseline Jul 2022,indexed,6.634589
43,education-and-health-services,Baseline Jul 2022,indexed,6.6412
44,education-and-health-services,Baseline Jul 2022,indexed,6.663286
45,education-and-health-services,Baseline Jul 2022,indexed,6.629535
46,education-and-health-services,Baseline Jul 2022,indexed,6.675874
47,education-and-health-services,Baseline Jul 2022,indexed,6.705326
48,education-and-health-services,Baseline Jul 2022,indexed,6.763001
49,education-and-health-services,Baseline Jul 2022,indexed,
50,education-and-health-services,Baseline Jul 2022,indexed,
51,education-and-health-services,Baseline Jul 2022,indexed,
52,education-and-health-services,Baseline Jul 2022,indexed,
53,education-and-health-services,Baseline Jul 2022,indexed,
54,education-and-health-services,Baseline Jul 2022,indexed,
55,education-and-health-services,Baseline Jul 2022,indexed,
56,education-and-health-services,Baseline Jul 2022,indexed,
57,education-and-health-services,Baseline Jul 2022,indexed,
58,education-and-health-services,Baseline Jul 2022,indexed,
59,education-and-health-services,Baseline Jul 2022,indexed,
60,education-and-health-services,Baseline Jul 2022,indexed,
61,education-and-health-services,Baseline Jul 2022,indexed,
62,education-and-health-services,Baseline Jul 2022,indexed,
63,education-and-health-services,Baseline Jul 2022,indexed,
64,education-and-health-services,Baseline Jul 2022,indexed,
65,education-and-health-services,Baseline Jul 2022,indexed,
66,education-and-health-services,Baseline Jul 2022,indexed,
2022-01-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.031015
2022-02-02,education-and-health-services,12-Month Rolling Baseline,rolling,3.804481
2022-03-02,education-and-health-services,12-Month Rolling Baseline,rolling,3.554708
2022-04-02,education-and-health-services,12-Month Rolling Baseline,rolling,3.42719
2022-05-02,education-and-health-services,12-Month Rolling Baseline,rolling,3.656014
2022-06-02,education-and-health-services,12-Month Rolling Baseline,rolling,3.767919
2022-07-02,education-and-health-services,12-Month Rolling Baseline,rolling,3.964459
2022-08-02,education-and-health-services,12-Month Rolling Baseline,rolling,3.995226
2022-09-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.034971
2022-10-02,education-and-health-services,12-Month Rolling Baseline,rolling,3.885152
2022-11-02,education-and-health-services,12-Month Rolling Baseline,rolling,3.83995
2022-12-02,education-and-health-services,12-Month Rolling Baseline,rolling,3.8909
2023-01-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.06699
2023-02-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.141236
2023-03-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.133
2023-04-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.031652
2023-05-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.199632
2023-06-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.276881
2023-07-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.339508
2023-08-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.240129
2023-09-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.339963
2023-10-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.394042
2023-11-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.383173
2023-12-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.261882
2024-01-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.224612
2024-02-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.312978
2024-03-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.314462
2024-04-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.383659
2024-05-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.416724
2024-06-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.44867
2024-07-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.470895
2024-08-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.352527
2024-09-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.35923
2024-10-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.33157
2024-11-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.251864
2024-12-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.129264
2025-01-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.124561
2025-02-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.305855
2025-03-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.366163
2025-04-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.458654
2025-05-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.556862
2025-06-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.766762
2025-07-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.954271
2025-08-02,education-and-health-services,12-Month Rolling Baseline,rolling,5.084975
2025-09-02,education-and-health-services,12-Month Rolling Baseline,rolling,5.179709
2025-10-02,education-and-health-services,12-Month Rolling Baseline,rolling,
2025-11-02,education-and-health-services,12-Month Rolling Baseline,rolling,5.205663
2025-12-02,education-and-health-services,12-Month Rolling Baseline,rolling,5.101154
2026-01-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.933499
2026-02-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.578315
2026-03-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.506913
2026-04-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.415189
2026-05-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.564396
2026-06-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.539066
2026-07-02,education-and-health-services,12-Month Rolling Baseline,rolling,4.643011
0,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,0.0
1,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,0.797343
2,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,1.451844
3,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,2.04171
4,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,2.60207
5,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,3.118877
6,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,3.523939
7,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,3.933039
8,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,4.122849
9,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,4.300838
10,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,4.389198
11,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,4.484031
12,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,4.773944
13,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,4.854317
14,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,4.928053
15,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,4.956317
16,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,4.747993
17,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,4.676003
18,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,4.729873
19,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,4.762646
20,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,4.872242
21,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,4.998853
22,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,5.21556
23,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,5.264206
24,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,5.239851
25,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,5.177268
26,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,4.964999
27,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,4.968812
28,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,5.066973
29,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,5.09314
30,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,5.097775
31,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,5.19955
32,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,5.264328
33,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,5.282173
34,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,5.426845
35,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,
36,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,5.848637
37,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,6.039341
38,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,6.019368
39,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,5.746878
40,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,5.519287
41,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,5.341218
42,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,5.310608
43,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,5.171186
44,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,5.166675
45,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,
46,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,
47,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,
48,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,
49,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,
50,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,
51,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,
52,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,
53,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,
54,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,
55,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,
56,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,
57,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,
58,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,
59,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,
60,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,
61,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,
62,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,
63,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,
64,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,
65,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,
66,leisure-and-hospitality,Baseline Nov 2022 (AI),indexed,
0,leisure-and-hospitality,Baseline Jan 2021,indexed,0.0
1,leisure-and-hospitality,Baseline Jan 2021,indexed,0.976786
2,leisure-and-hospitality,Baseline Jan 2021,indexed,1.727565
3,leisure-and-hospitality,Baseline Jan 2021,indexed,2.191251
4,leisure-and-hospitality,Baseline Jan 2021,indexed,2.622271
5,leisure-and-hospitality,Baseline Jan 2021,indexed,2.958382
6,leisure-and-hospitality,Baseline Jan 2021,indexed,3.206386
7,leisure-and-hospitality,Baseline Jan 2021,indexed,3.4458
8,leisure-and-hospitality,Baseline Jan 2021,indexed,3.733498
9,leisure-and-hospitality,Baseline Jan 2021,indexed,3.858236
10,leisure-and-hospitality,Baseline Jan 2021,indexed,4.206006
11,leisure-and-hospitality,Baseline Jan 2021,indexed,4.473146
12,leisure-and-hospitality,Baseline Jan 2021,indexed,4.802716
13,leisure-and-hospitality,Baseline Jan 2021,indexed,5.045925
14,leisure-and-hospitality,Baseline Jan 2021,indexed,5.143434
15,leisure-and-hospitality,Baseline Jan 2021,indexed,5.213249
16,leisure-and-hospitality,Baseline Jan 2021,indexed,5.335321
17,leisure-and-hospitality,Baseline Jan 2021,indexed,5.443325
18,leisure-and-hospitality,Baseline Jan 2021,indexed,5.414119
19,leisure-and-hospitality,Baseline Jan 2021,indexed,5.561619
20,leisure-and-hospitality,Baseline Jan 2021,indexed,5.583671
21,leisure-and-hospitality,Baseline Jan 2021,indexed,5.576646
22,leisure-and-hospitality,Baseline Jan 2021,indexed,5.603982
23,leisure-and-hospitality,Baseline Jan 2021,indexed,5.609431
24,leisure-and-hospitality,Baseline Jan 2021,indexed,5.579338
25,leisure-and-hospitality,Baseline Jan 2021,indexed,5.626526
26,leisure-and-hospitality,Baseline Jan 2021,indexed,5.756414
27,leisure-and-hospitality,Baseline Jan 2021,indexed,5.942976
28,leisure-and-hospitality,Baseline Jan 2021,indexed,5.983759
29,leisure-and-hospitality,Baseline Jan 2021,indexed,6.091297
30,leisure-and-hospitality,Baseline Jan 2021,indexed,6.166285
31,leisure-and-hospitality,Baseline Jan 2021,indexed,6.221079
32,leisure-and-hospitality,Baseline Jan 2021,indexed,6.292875
33,leisure-and-hospitality,Baseline Jan 2021,indexed,6.386622
34,leisure-and-hospitality,Baseline Jan 2021,indexed,6.370505
35,leisure-and-hospitality,Baseline Jan 2021,indexed,6.234773
36,leisure-and-hospitality,Baseline Jan 2021,indexed,6.235405
37,leisure-and-hospitality,Baseline Jan 2021,indexed,6.219652
38,leisure-and-hospitality,Baseline Jan 2021,indexed,6.136313
39,leisure-and-hospitality,Baseline Jan 2021,indexed,6.09126
40,leisure-and-hospitality,Baseline Jan 2021,indexed,6.170333
41,leisure-and-hospitality,Baseline Jan 2021,indexed,6.305489
42,leisure-and-hospitality,Baseline Jan 2021,indexed,6.390465
43,leisure-and-hospitality,Baseline Jan 2021,indexed,6.372527
44,leisure-and-hospitality,Baseline Jan 2021,indexed,6.454909
45,leisure-and-hospitality,Baseline Jan 2021,indexed,6.45298
46,leisure-and-hospitality,Baseline Jan 2021,indexed,6.538378
47,leisure-and-hospitality,Baseline Jan 2021,indexed,6.423249
48,leisure-and-hospitality,Baseline Jan 2021,indexed,6.304445
49,leisure-and-hospitality,Baseline Jan 2021,indexed,6.225564
50,leisure-and-hospitality,Baseline Jan 2021,indexed,6.310347
51,leisure-and-hospitality,Baseline Jan 2021,indexed,6.301697
52,leisure-and-hospitality,Baseline Jan 2021,indexed,6.407551
53,leisure-and-hospitality,Baseline Jan 2021,indexed,6.626029
54,leisure-and-hospitality,Baseline Jan 2021,indexed,6.790272
55,leisure-and-hospitality,Baseline Jan 2021,indexed,6.810296
56,leisure-and-hospitality,Baseline Jan 2021,indexed,6.979051
57,leisure-and-hospitality,Baseline Jan 2021,indexed,
58,leisure-and-hospitality,Baseline Jan 2021,indexed,7.331044
59,leisure-and-hospitality,Baseline Jan 2021,indexed,7.408525
60,leisure-and-hospitality,Baseline Jan 2021,indexed,7.411623
61,leisure-and-hospitality,Baseline Jan 2021,indexed,7.36553
62,leisure-and-hospitality,Baseline Jan 2021,indexed,7.347515
63,leisure-and-hospitality,Baseline Jan 2021,indexed,7.23995
64,leisure-and-hospitality,Baseline Jan 2021,indexed,7.214733
65,leisure-and-hospitality,Baseline Jan 2021,indexed,7.059156
66,leisure-and-hospitality,Baseline Jan 2021,indexed,6.934167
0,leisure-and-hospitality,Baseline Jan 2022,indexed,0.0
1,leisure-and-hospitality,Baseline Jan 2022,indexed,0.853518
2,leisure-and-hospitality,Baseline Jan 2022,indexed,1.374895
3,leisure-and-hospitality,Baseline Jan 2022,indexed,1.916163
4,leisure-and-hospitality,Baseline Jan 2022,indexed,2.376854
5,leisure-and-hospitality,Baseline Jan 2022,indexed,2.76637
6,leisure-and-hospitality,Baseline Jan 2022,indexed,3.033375
7,leisure-and-hospitality,Baseline Jan 2022,indexed,3.346562
8,leisure-and-hospitality,Baseline Jan 2022,indexed,3.72134
9,leisure-and-hospitality,Baseline Jan 2022,indexed,3.979272
10,leisure-and-hospitality,Baseline Jan 2022,indexed,4.339281
11,leisure-and-hospitality,Baseline Jan 2022,indexed,4.66978
12,leisure-and-hospitality,Baseline Jan 2022,indexed,5.121217
13,leisure-and-hospitality,Baseline Jan 2022,indexed,5.363695
14,leisure-and-hospitality,Baseline Jan 2022,indexed,5.598964
15,leisure-and-hospitality,Baseline Jan 2022,indexed,5.62708
16,leisure-and-hospitality,Baseline Jan 2022,indexed,5.68771
17,leisure-and-hospitality,Baseline Jan 2022,indexed,5.778701
18,leisure-and-hospitality,Baseline Jan 2022,indexed,5.718021
19,leisure-and-hospitality,Baseline Jan 2022,indexed,5.725949
20,leisure-and-hospitality,Baseline Jan 2022,indexed,5.705033
21,leisure-and-hospitality,Baseline Jan 2022,indexed,5.70003
22,leisure-and-hospitality,Baseline Jan 2022,indexed,5.768214
23,leisure-and-hospitality,Baseline Jan 2022,indexed,5.76123
24,leisure-and-hospitality,Baseline Jan 2022,indexed,5.747856
25,leisure-and-hospitality,Baseline Jan 2022,indexed,5.672722
26,leisure-and-hospitality,Baseline Jan 2022,indexed,5.538153
27,leisure-and-hospitality,Baseline Jan 2022,indexed,5.426992
28,leisure-and-hospitality,Baseline Jan 2022,indexed,5.543645
29,leisure-and-hospitality,Baseline Jan 2022,indexed,5.600862
30,leisure-and-hospitality,Baseline Jan 2022,indexed,5.713312
31,leisure-and-hospitality,Baseline Jan 2022,indexed,5.81252
32,leisure-and-hospitality,Baseline Jan 2022,indexed,5.891564
33,leisure-and-hospitality,Baseline Jan 2022,indexed,6.068633
34,leisure-and-hospitality,Baseline Jan 2022,indexed,6.134673
35,leisure-and-hospitality,Baseline Jan 2022,indexed,6.152016
36,leisure-and-hospitality,Baseline Jan 2022,indexed,6.034735
37,leisure-and-hospitality,Baseline Jan 2022,indexed,5.913184
38,leisure-and-hospitality,Baseline Jan 2022,indexed,5.947887
39,leisure-and-hospitality,Baseline Jan 2022,indexed,5.921187
40,leisure-and-hospitality,Baseline Jan 2022,indexed,5.871898
41,leisure-and-hospitality,Baseline Jan 2022,indexed,5.967205
42,leisure-and-hospitality,Baseline Jan 2022,indexed,6.031843
43,leisure-and-hospitality,Baseline Jan 2022,indexed,6.115589
44,leisure-and-hospitality,Baseline Jan 2022,indexed,6.369849
45,leisure-and-hospitality,Baseline Jan 2022,indexed,
46,leisure-and-hospitality,Baseline Jan 2022,indexed,6.607396
47,leisure-and-hospitality,Baseline Jan 2022,indexed,6.555845
48,leisure-and-hospitality,Baseline Jan 2022,indexed,6.561524
49,leisure-and-hospitality,Baseline Jan 2022,indexed,6.478036
50,leisure-and-hospitality,Baseline Jan 2022,indexed,6.371295
51,leisure-and-hospitality,Baseline Jan 2022,indexed,6.318633
52,leisure-and-hospitality,Baseline Jan 2022,indexed,6.325189
53,leisure-and-hospitality,Baseline Jan 2022,indexed,6.224049
54,leisure-and-hospitality,Baseline Jan 2022,indexed,6.302803
55,leisure-and-hospitality,Baseline Jan 2022,indexed,
56,leisure-and-hospitality,Baseline Jan 2022,indexed,
57,leisure-and-hospitality,Baseline Jan 2022,indexed,
58,leisure-and-hospitality,Baseline Jan 2022,indexed,
59,leisure-and-hospitality,Baseline Jan 2022,indexed,
60,leisure-and-hospitality,Baseline Jan 2022,indexed,
61,leisure-and-hospitality,Baseline Jan 2022,indexed,
62,leisure-and-hospitality,Baseline Jan 2022,indexed,
63,leisure-and-hospitality,Baseline Jan 2022,indexed,
64,leisure-and-hospitality,Baseline Jan 2022,indexed,
65,leisure-and-hospitality,Baseline Jan 2022,indexed,
66,leisure-and-hospitality,Baseline Jan 2022,indexed,
0,leisure-and-hospitality,Baseline Jul 2022,indexed,0.0
1,leisure-and-hospitality,Baseline Jul 2022,indexed,0.763746
2,leisure-and-hospitality,Baseline Jul 2022,indexed,1.399199
3,leisure-and-hospitality,Baseline Jul 2022,indexed,2.072089
4,leisure-and-hospitality,Baseline Jul 2022,indexed,2.752607
5,leisure-and-hospitality,Baseline Jul 2022,indexed,3.253314
6,leisure-and-hospitality,Baseline Jul 2022,indexed,3.716586
7,leisure-and-hospitality,Baseline Jul 2022,indexed,4.032004
8,leisure-and-hospitality,Baseline Jul 2022,indexed,4.520655
9,leisure-and-hospitality,Baseline Jul 2022,indexed,4.952136
10,leisure-and-hospitality,Baseline Jul 2022,indexed,5.223066
11,leisure-and-hospitality,Baseline Jul 2022,indexed,5.568395
12,leisure-and-hospitality,Baseline Jul 2022,indexed,5.669578
13,leisure-and-hospitality,Baseline Jul 2022,indexed,5.609704
14,leisure-and-hospitality,Baseline Jul 2022,indexed,5.474374
15,leisure-and-hospitality,Baseline Jul 2022,indexed,5.388973
16,leisure-and-hospitality,Baseline Jul 2022,indexed,5.397454
17,leisure-and-hospitality,Baseline Jul 2022,indexed,5.413037
18,leisure-and-hospitality,Baseline Jul 2022,indexed,5.402436
19,leisure-and-hospitality,Baseline Jul 2022,indexed,5.378777
20,leisure-and-hospitality,Baseline Jul 2022,indexed,5.245348
21,leisure-and-hospitality,Baseline Jul 2022,indexed,5.268334
22,leisure-and-hospitality,Baseline Jul 2022,indexed,5.394459
23,leisure-and-hospitality,Baseline Jul 2022,indexed,5.361915
24,leisure-and-hospitality,Baseline Jul 2022,indexed,5.462768
25,leisure-and-hospitality,Baseline Jul 2022,indexed,5.595037
26,leisure-and-hospitality,Baseline Jul 2022,indexed,5.787707
27,leisure-and-hospitality,Baseline Jul 2022,indexed,5.861007
28,leisure-and-hospitality,Baseline Jul 2022,indexed,5.816675
29,leisure-and-hospitality,Baseline Jul 2022,indexed,5.660534
30,leisure-and-hospitality,Baseline Jul 2022,indexed,5.386248
31,leisure-and-hospitality,Baseline Jul 2022,indexed,5.345025
32,leisure-and-hospitality,Baseline Jul 2022,indexed,5.482267
33,leisure-and-hospitality,Baseline Jul 2022,indexed,5.481559
34,leisure-and-hospitality,Baseline Jul 2022,indexed,5.452444
35,leisure-and-hospitality,Baseline Jul 2022,indexed,5.357031
36,leisure-and-hospitality,Baseline Jul 2022,indexed,5.291445
37,leisure-and-hospitality,Baseline Jul 2022,indexed,5.362863
38,leisure-and-hospitality,Baseline Jul 2022,indexed,5.597185
39,leisure-and-hospitality,Baseline Jul 2022,indexed,
40,leisure-and-hospitality,Baseline Jul 2022,indexed,5.912302
41,leisure-and-hospitality,Baseline Jul 2022,indexed,6.059155
42,leisure-and-hospitality,Baseline Jul 2022,indexed,6.089685
43,leisure-and-hospitality,Baseline Jul 2022,indexed,6.080125
44,leisure-and-hospitality,Baseline Jul 2022,indexed,5.972073
45,leisure-and-hospitality,Baseline Jul 2022,indexed,5.787217
46,leisure-and-hospitality,Baseline Jul 2022,indexed,5.760498
47,leisure-and-hospitality,Baseline Jul 2022,indexed,5.744955
48,leisure-and-hospitality,Baseline Jul 2022,indexed,5.774219
49,leisure-and-hospitality,Baseline Jul 2022,indexed,
50,leisure-and-hospitality,Baseline Jul 2022,indexed,
51,leisure-and-hospitality,Baseline Jul 2022,indexed,
52,leisure-and-hospitality,Baseline Jul 2022,indexed,
53,leisure-and-hospitality,Baseline Jul 2022,indexed,
54,leisure-and-hospitality,Baseline Jul 2022,indexed,
55,leisure-and-hospitality,Baseline Jul 2022,indexed,
56,leisure-and-hospitality,Baseline Jul 2022,indexed,
57,leisure-and-hospitality,Baseline Jul 2022,indexed,
58,leisure-and-hospitality,Baseline Jul 2022,indexed,
59,leisure-and-hospitality,Baseline Jul 2022,indexed,
60,leisure-and-hospitality,Baseline Jul 2022,indexed,
61,leisure-and-hospitality,Baseline Jul 2022,indexed,
62,leisure-and-hospitality,Baseline Jul 2022,indexed,
63,leisure-and-hospitality,Baseline Jul 2022,indexed,
64,leisure-and-hospitality,Baseline Jul 2022,indexed,
65,leisure-and-hospitality,Baseline Jul 2022,indexed,
66,leisure-and-hospitality,Baseline Jul 2022,indexed,
2022-01-02,leisure-and-hospitality,12-Month Rolling Baseline,rolling,4.802716
2022-02-02,leisure-and-hospitality,12-Month Rolling Baseline,rolling,5.23421
2022-03-02,leisure-and-hospitality,12-Month Rolling Baseline,rolling,5.474655
2022-04-02,leisure-and-hospitality,12-Month Rolling Baseline,rolling,5.485803
2022-05-02,leisure-and-hospitality,12-Month Rolling Baseline,rolling,5.571903
2022-06-02,leisure-and-hospitality,12-Month Rolling Baseline,rolling,5.53276
2022-07-02,leisure-and-hospitality,12-Month Rolling Baseline,rolling,5.433141
2022-08-02,leisure-and-hospitality,12-Month Rolling Baseline,rolling,5.421294
2022-09-02,leisure-and-hospitality,12-Month Rolling Baseline,rolling,5.371189
2022-10-02,leisure-and-hospitality,12-Month Rolling Baseline,rolling,5.051247
2022-11-02,leisure-and-hospitality,12-Month Rolling Baseline,rolling,4.846266
2022-12-02,leisure-and-hospitality,12-Month Rolling Baseline,rolling,4.823107
2023-01-02,leisure-and-hospitality,12-Month Rolling Baseline,rolling,5.121217
2023-02-02,leisure-and-hospitality,12-Month Rolling Baseline,rolling,5.240834
2023-03-02,leisure-and-hospitality,12-Month Rolling Baseline,rolling,5.375158
2023-04-02,leisure-and-hospitality,12-Month Rolling Baseline,rolling,5.375634
2023-05-02,leisure-and-hospitality,12-Month Rolling Baseline,rolling,5.62458
2023-06-02,leisure-and-hospitality,12-Month Rolling Baseline,rolling,5.850523
2023-07-02,leisure-and-hospitality,12-Month Rolling Baseline,rolling,5.669578
2023-08-02,leisure-and-hospitality,12-Month Rolling Baseline,rolling,5.408922
2023-09-02,leisure-and-hospitality,12-Month Rolling Baseline,rolling,4.924356
2023-10-02,leisure-and-hospitality,12-Month Rolling Baseline,rolling,4.69504
2023-11-02,leisure-and-hospitality,12-Month Rolling Baseline,rolling,4.773944
