category,value,substitution,scenario,measure,basis
5,-0.4627032466099669,presub,tracker_new_301_2026-07-01,delta_vs_default,% of after-tax income
6,-0.4560522763770326,presub,tracker_new_301_2026-07-01,delta_vs_default,% of after-tax income
7,-0.4345665266646417,presub,tracker_new_301_2026-07-01,delta_vs_default,% of after-tax income
8,-0.41887892328051834,presub,tracker_new_301_2026-07-01,delta_vs_default,% of after-tax income
9,-0.3841957588122185,presub,tracker_new_301_2026-07-01,delta_vs_default,% of after-tax income
10,-0.27022334653723745,presub,tracker_new_301_2026-07-01,delta_vs_default,% of after-tax income
Total,-0.39280865612298366,presub,tracker_new_301_2026-07-01,delta_vs_default,% of after-tax income
1,-0.7405326421569727,postsub,tracker_new_301_2026-07-01,delta_vs_default,% of after-tax income
2,-0.4570495609476524,postsub,tracker_new_301_2026-07-01,delta_vs_default,% of after-tax income
3,-0.44110812645171615,postsub,tracker_new_301_2026-07-01,delta_vs_default,% of after-tax income
4,-0.39168403024386783,postsub,tracker_new_301_2026-07-01,delta_vs_default,% of after-tax income
5,-0.40128839117746795,postsub,tracker_new_301_2026-07-01,delta_vs_default,% of after-tax income
6,-0.39552020786754377,postsub,tracker_new_301_2026-07-01,delta_vs_default,% of after-tax income
7,-0.3768862734862815,postsub,tracker_new_301_2026-07-01,delta_vs_default,% of after-tax income
8,-0.363280894294396,postsub,tracker_new_301_2026-07-01,delta_vs_default,% of after-tax income
9,-0.3332012452484935,postsub,tracker_new_301_2026-07-01,delta_vs_default,% of after-tax income
10,-0.23435645369898647,postsub,tracker_new_301_2026-07-01,delta_vs_default,% of after-tax income
Total,-0.34067094798028996,postsub,tracker_new_301_2026-07-01,delta_vs_default,% of after-tax income
1,-276.4367402833044,presub,tracker_actual_2026-07-01,level,2025 dollars
2,-276.3864208175969,presub,tracker_actual_2026-07-01,level,2025 dollars
3,-324.6301634229867,presub,tracker_actual_2026-07-01,level,2025 dollars
4,-338.7792547120145,presub,tracker_actual_2026-07-01,level,2025 dollars
5,-409.8538077367082,presub,tracker_actual_2026-07-01,level,2025 dollars
6,-466.218145246014,presub,tracker_actual_2026-07-01,level,2025 dollars
7,-521.6116466029439,presub,tracker_actual_2026-07-01,level,2025 dollars
8,-602.1159699271103,presub,tracker_actual_2026-07-01,level,2025 dollars
9,-698.9042911673712,presub,tracker_actual_2026-07-01,level,2025 dollars
10,-1181.9270351762382,presub,tracker_actual_2026-07-01,level,2025 dollars
Total,-509.6863475092288,presub,tracker_actual_2026-07-01,level,2025 dollars
1,-236.3954604432429,postsub,tracker_actual_2026-07-01,level,2025 dollars
2,-236.35242964620423,postsub,tracker_actual_2026-07-01,level,2025 dollars
3,-277.6081677040994,postsub,tracker_actual_2026-07-01,level,2025 dollars
4,-289.70779290838783,postsub,tracker_actual_2026-07-01,level,2025 dollars
5,-350.4873465626924,postsub,tracker_actual_2026-07-01,level,2025 dollars
6,-398.68742844918614,postsub,tracker_actual_2026-07-01,level,2025 dollars
7,-446.0572977560473,postsub,tracker_actual_2026-07-01,level,2025 dollars
8,-514.9007393347042,postsub,tracker_actual_2026-07-01,level,2025 dollars
9,-597.6694760144641,postsub,tracker_actual_2026-07-01,level,2025 dollars
10,-1010.727392474894,postsub,tracker_actual_2026-07-01,level,2025 dollars
Total,-435.8593531293923,postsub,tracker_actual_2026-07-01,level,2025 dollars
1,-592.8883365452558,presub,tracker_new_301_2026-07-01,level,2025 dollars
2,-592.7804137550775,presub,tracker_new_301_2026-07-01,level,2025 dollars
3,-696.2512920208003,presub,tracker_new_301_2026-07-01,level,2025 dollars
4,-726.5975882091485,presub,tracker_new_301_2026-07-01,level,2025 dollars
5,-879.0348997992146,presub,tracker_new_301_2026-07-01,level,2025 dollars
6,-999.922442721764,presub,tracker_new_301_2026-07-01,level,2025 dollars
7,-1118.7277825664949,presub,tracker_new_301_2026-07-01,level,2025 dollars
8,-1291.3896157636689,presub,tracker_new_301_2026-07-01,level,2025 dollars
9,-1498.9765910634635,presub,tracker_new_301_2026-07-01,level,2025 dollars
10,-2534.9407357551167,presub,tracker_new_301_2026-07-01,level,2025 dollars
Total,-1093.1509698200005,presub,tracker_new_301_2026-07-01,level,2025 dollars
1,-510.8442629530386,postsub,tracker_new_301_2026-07-01,level,2025 dollars
2,-510.75127455234633,postsub,tracker_new_301_2026-07-01,level,2025 dollars
3,-599.9038202960458,postsub,tracker_new_301_2026-07-01,level,2025 dollars
4,-626.0507865190996,postsub,tracker_new_301_2026-07-01,level,2025 dollars
5,-757.3937752166449,postsub,tracker_new_301_2026-07-01,level,2025 dollars
6,-861.5528621103367,postsub,tracker_new_301_2026-07-01,level,2025 dollars
7,-963.9178818398724,postsub,tracker_new_301_2026-07-01,level,2025 dollars
8,-1112.6867165140188,postsub,tracker_new_301_2026-07-01,level,2025 dollars
9,-1291.5477411946415,postsub,tracker_new_301_2026-07-01,level,2025 dollars
10,-2184.154843274793,postsub,tracker_new_301_2026-07-01,level,2025 dollars
Total,-941.8803964470837,postsub,tracker_new_301_2026-07-01,level,2025 dollars
1,-316.4515962619514,presub,tracker_new_301_2026-07-01,delta_vs_default,2025 dollars
2,-316.39399293748056,presub,tracker_new_301_2026-07-01,delta_vs_default,2025 dollars
3,-371.6211285978136,presub,tracker_new_301_2026-07-01,delta_vs_default,2025 dollars
4,-387.818333497134,presub,tracker_new_301_2026-07-01,delta_vs_default,2025 dollars
5,-469.1810920625064,presub,tracker_new_301_2026-07-01,delta_vs_default,2025 dollars
6,-533.7042974757501,presub,tracker_new_301_2026-07-01,delta_vs_default,2025 dollars
7,-597.116135963551,presub,tracker_new_301_2026-07-01,delta_vs_default,2025 dollars
8,-689.2736458365586,presub,tracker_new_301_2026-07-01,delta_vs_default,2025 dollars
9,-800.0722998960923,presub,tracker_new_301_2026-07-01,delta_vs_default,2025 dollars
10,-1353.0137005788786,presub,tracker_new_301_2026-07-01,delta_vs_default,2025 dollars
Total,-583.4646223107716,presub,tracker_new_301_2026-07-01,delta_vs_default,2025 dollars
1,-274.44880250979566,postsub,tracker_new_301_2026-07-01,delta_vs_default,2025 dollars
2,-274.39884490614213,postsub,tracker_new_301_2026-07-01,delta_vs_default,2025 dollars
3,-322.29565259194635,postsub,tracker_new_301_2026-07-01,delta_vs_default,2025 dollars
4,-336.34299361071174,postsub,tracker_new_301_2026-07-01,delta_vs_default,2025 dollars
5,-406.90642865395256,postsub,tracker_new_301_2026-07-01,delta_vs_default,2025 dollars
6,-462.8654336611506,postsub,tracker_new_301_2026-07-01,delta_vs_default,2025 dollars
7,-517.8605840838251,postsub,tracker_new_301_2026-07-01,delta_vs_default,2025 dollars
8,-597.7859771793146,postsub,tracker_new_301_2026-07-01,delta_vs_default,2025 dollars
9,-693.8782651801774,postsub,tracker_new_301_2026-07-01,delta_vs_default,2025 dollars
10,-1173.4274507998991,postsub,tracker_new_301_2026-07-01,delta_vs_default,2025 dollars
Total,-506.02104331769146,postsub,tracker_new_301_2026-07-01,delta_vs_default,2025 dollars
