time,series,value,lower_ci,upper_ci
2013Q2,Synthetic,2.93756,,
2013Q2,Treated,3.33583,,
2013Q3,Synthetic,2.90897,,
2013Q3,Treated,3.31159,,
2013Q4,Synthetic,2.92042,,
2013Q4,Treated,3.32832,,
2014Q1,Synthetic,2.93646,,
2014Q1,Treated,3.32785,,
2014Q2,Synthetic,2.92765,,
2014Q2,Treated,3.30041,,
2014Q3,Synthetic,2.94605,,
2014Q3,Treated,3.30747,,
2014Q4,Synthetic,2.96607,,
2014Q4,Treated,3.3179,,
2015Q1,Synthetic,2.94562,,
2015Q1,Treated,3.33592,,
2015Q2,Synthetic,2.94575,,
2015Q2,Treated,3.32759,,
2015Q3,Synthetic,2.97017,,
2015Q3,Treated,3.33527,,
2015Q4,Synthetic,2.97502,,
2015Q4,Treated,3.32957,,
2016Q1,Synthetic,2.96948,,
2016Q1,Treated,3.35546,,
2016Q2,Synthetic,2.9783,,
2016Q2,Treated,3.35918,,
2016Q3,Synthetic,2.97476,,
2016Q3,Treated,3.34355,,
2016Q4,Synthetic,2.98647,,
2016Q4,Treated,3.37382,,
2017Q1,Synthetic,2.97881,,
2017Q1,Treated,3.33632,,
2017Q2,Synthetic,2.99096,,
2017Q2,Treated,3.36538,,
2017Q3,Synthetic,2.99263,,
2017Q3,Treated,3.3612,,
2017Q4,Synthetic,2.9726,,
2017Q4,Treated,3.33052,,
2018Q1,Synthetic,2.97586,,
2018Q1,Treated,3.32311,,
2018Q2,Synthetic,2.9897,,
2018Q2,Treated,3.34748,,
2018Q3,Synthetic,2.98025,,
2018Q3,Treated,3.35676,,
2018Q4,Synthetic,3.02518,,
2018Q4,Treated,3.3698,,
2019Q1,Synthetic,3.00042,,
2019Q1,Treated,3.35577,,
2019Q2,Synthetic,3.04176,,
2019Q2,Treated,3.3338,,
2019Q3,Synthetic,3.03817,,
2019Q3,Treated,3.3695,,
2019Q4,Synthetic,3.01303,,
2019Q4,Treated,3.37347,,
2020Q1,Synthetic,,,
2020Q1,Treated,,,
2020Q2,Synthetic,,,
2020Q2,Treated,,,
2020Q3,Synthetic,,,
2020Q3,Treated,,,
2020Q4,Synthetic,,,
2020Q4,Treated,,,
2021Q1,Synthetic,3.0485,,
2021Q1,Treated,3.35847,,
2021Q2,Synthetic,3.05945,,
2021Q2,Treated,3.39657,,
2021Q3,Synthetic,3.03558,,
2021Q3,Treated,3.38731,,
2021Q4,Synthetic,3.04007,,
2021Q4,Treated,3.36094,,
2022Q1,Synthetic,3.0362,,
2022Q1,Treated,3.3641,,
2022Q2,Synthetic,3.03175,,
2022Q2,Treated,3.33922,,
2022Q3,Synthetic,3.02067,,
2022Q3,Treated,3.36346,,
2022Q4,Synthetic,3.02982,,
2022Q4,Treated,3.3484,,
2023Q1,Synthetic,3.02274,,
2023Q1,Treated,3.36143,,
2023Q2,Synthetic,3.04567,,
2023Q2,Treated,3.41483,,
2023Q3,Synthetic,3.06168,,
2023Q3,Treated,3.39249,,
2023Q4,Synthetic,3.03451,,
2023Q4,Treated,3.39913,,
2024Q1,Synthetic,3.03999,,
2024Q1,Treated,3.40337,,
2024Q2,Synthetic,3.05778,,
2024Q2,Treated,3.40069,,
2024Q3,Synthetic,3.08182,,
2024Q3,Treated,3.39827,,
2024Q4,Synthetic,3.05538,,
2024Q4,Treated,3.40721,,
2025Q1,Synthetic,3.05621,,
2025Q1,Treated,3.41652,,
2025Q2,Synthetic,3.08084,,
2025Q2,Treated,3.42488,,
2025Q3,Synthetic,3.08757,,
2025Q3,Treated,3.43577,,
2025Q4,Synthetic,3.07095,,
2025Q4,Treated,3.39362,,
2026Q1,Synthetic,3.06511,,
2026Q1,Treated,3.42021,,
2005Q1,Difference,0.0398789,0.00480181,0.074956
2005Q2,Difference,0.0827589,0.0466144,0.118903
2005Q3,Difference,0.0510931,0.0152282,0.0869581
2005Q4,Difference,0.0307877,-0.00490183,0.0664772
2006Q1,Difference,0.00499602,-0.0288503,0.0388423
2006Q2,Difference,0.0235622,-0.0132648,0.0603891
2006Q3,Difference,0.0232165,-0.00918492,0.0556178
2006Q4,Difference,0.0410014,0.00345606,0.0785468
2007Q1,Difference,0.0299205,-0.0113489,0.07119
2007Q2,Difference,0.00997251,-0.0220517,0.0419967
2007Q3,Difference,0.0461727,0.0122281,0.0801172
2007Q4,Difference,0.0568361,0.0200654,0.0936068
2008Q1,Difference,0.0316739,-0.00691614,0.070264
2008Q2,Difference,0.0140708,-0.0193798,0.0475214
2008Q3,Difference,0.0158893,-0.0188536,0.0506323
2008Q4,Difference,0.0454732,0.00901166,0.0819348
2009Q1,Difference,0.0337516,-0.00209451,0.0695977
2009Q2,Difference,0.0382087,0.00374157,0.0726759
2009Q3,Difference,0.0282032,-0.00395488,0.0603613
2009Q4,Difference,0.0163526,-0.0185611,0.0512664
2010Q1,Difference,-0.000664461,-0.0340407,0.0327118
2010Q2,Difference,0.055569,0.0237702,0.0873679
2010Q3,Difference,0.0242981,-0.0155405,0.0641367
2010Q4,Difference,0.0289291,-0.00785043,0.0657085
2011Q1,Difference,0.0277349,-0.00564758,0.0611174
2011Q2,Difference,0.0269422,-0.00210223,0.0559866
2011Q3,Difference,0.040289,0.00642425,0.0741537
2011Q4,Difference,0.0320845,-0.00088485,0.0650539
2012Q1,Difference,0.054401,0.0178476,0.0909543
2012Q2,Difference,0.0379844,0.00559883,0.0703701
2012Q3,Difference,0.0542982,0.0220018,0.0865946
2012Q4,Difference,0.0531355,0.015705,0.090566
2013Q1,Difference,0.0628855,0.026936,0.0988349
2013Q2,Difference,0.0525029,0.0163228,0.088683
2013Q3,Difference,0.0568518,0.0255014,0.0882022
2013Q4,Difference,0.0621298,0.0241459,0.100114
2014Q1,Difference,0.0456214,0.00770931,0.0835336
2014Q2,Difference,0.0269951,-0.00989693,0.0638871
2014Q3,Difference,0.0156492,-0.0157134,0.0470119
2014Q4,Difference,0.00605711,-0.0255099,0.0376242
2015Q1,Difference,0.0445309,0.00887947,0.0801823
2015Q2,Difference,0.0360774,0.00299616,0.0691586
2015Q3,Difference,0.0193337,-0.0124075,0.0510749
2015Q4,Difference,0.00877893,-0.0233005,0.0408584
2016Q1,Difference,0.0402067,0.00835674,0.0720566
2016Q2,Difference,0.0351167,-0.000843785,0.0710771
2016Q3,Difference,0.0230253,-0.0099845,0.0560351
2016Q4,Difference,0.0415819,0.00462224,0.0785415
2017Q1,Difference,0.0117514,-0.0297133,0.0532161
2017Q2,Difference,0.0286496,-0.00323221,0.0605315
2017Q3,Difference,0.0228049,-0.00786383,0.0534737
2017Q4,Difference,0.0121485,-0.0193594,0.0436564
2018Q1,Difference,0.00147774,-0.0329252,0.0358807
2018Q2,Difference,0.0120154,-0.0204384,0.0444692
2018Q3,Difference,0.0307369,0.00389348,0.0575804
2018Q4,Difference,-0.00114921,-0.0339,0.0316015
2019Q1,Difference,0.00957976,-0.0237889,0.0429484
2019Q2,Difference,-0.0537252,-0.0886303,-0.0188201
2019Q3,Difference,-0.0144338,-0.0479459,0.0190783
2019Q4,Difference,0.0146801,-0.0177242,0.0470844
2020Q1,Difference,,,
2020Q2,Difference,,,
2020Q3,Difference,,,
2020Q4,Difference,,,
2021Q1,Difference,-0.0358017,-0.0727479,0.00114445
2021Q2,Difference,-0.00865203,-0.0401875,0.0228835
2021Q3,Difference,0.00596263,-0.0315962,0.0435215
2021Q4,Difference,-0.0249009,-0.0529991,0.00319724
2022Q1,Difference,-0.0178723,-0.0496688,0.0139243
2022Q2,Difference,-0.0382983,-0.0692996,-0.00729691
2022Q3,Difference,-0.00297859,-0.0318107,0.0258535
2022Q4,Difference,-0.0271874,-0.058834,0.00445923
2023Q1,Difference,-0.00707407,-0.0366408,0.0224927
2023Q2,Difference,0.0233898,-0.0194369,0.0662165
2023Q3,Difference,-0.0149621,-0.0473031,0.0173789
2023Q4,Difference,0.0188537,-0.0141612,0.0518687
2024Q1,Difference,0.0176123,-0.0201659,0.0553904
2024Q2,Difference,-0.00285202,-0.0394544,0.0337504
2024Q3,Difference,-0.0293183,-0.0663908,0.00775421
2024Q4,Difference,0.00606439,-0.0292357,0.0413645
2025Q1,Difference,0.0145451,-0.0282905,0.0573806
2025Q2,Difference,-0.00172736,-0.0356955,0.0322407
2025Q3,Difference,0.00242889,-0.0373626,0.0422204
2025Q4,Difference,-0.0230963,-0.064457,0.0182643
2026Q1,Difference,0.00933374,-0.0218293,0.0404968
