category,series,value,scenario,measure
2033,dynamic,212.53052201797664,tracker_no_fl_301_keep_s122_2026-07-23,level
2034,conventional,235.7501907306444,tracker_no_fl_301_keep_s122_2026-07-23,level
2034,dynamic,220.2981907306444,tracker_no_fl_301_keep_s122_2026-07-23,level
2035,conventional,244.3221968802766,tracker_no_fl_301_keep_s122_2026-07-23,level
2035,dynamic,227.89019688027665,tracker_no_fl_301_keep_s122_2026-07-23,level
Total,conventional,1982.9403040889065,tracker_no_fl_301_keep_s122_2026-07-23,level
Total,dynamic,1860.2523040889066,tracker_no_fl_301_keep_s122_2026-07-23,level
2026,conventional,-14.287673237842284,tracker_no_fl_301_2026-07-23,delta_vs_default
2026,dynamic,-12.79167323784229,tracker_no_fl_301_2026-07-23,delta_vs_default
2027,conventional,-60.68202345867536,tracker_no_fl_301_2026-07-23,delta_vs_default
2027,dynamic,-56.35202345867536,tracker_no_fl_301_2026-07-23,delta_vs_default
2028,conventional,-62.48163763682638,tracker_no_fl_301_2026-07-23,delta_vs_default
2028,dynamic,-57.81563763682637,tracker_no_fl_301_2026-07-23,delta_vs_default
2029,conventional,-64.05038149469598,tracker_no_fl_301_2026-07-23,delta_vs_default
2029,dynamic,-58.89038149469603,tracker_no_fl_301_2026-07-23,delta_vs_default
2030,conventional,-65.70553659135024,tracker_no_fl_301_2026-07-23,delta_vs_default
2030,dynamic,-59.94553659135023,tracker_no_fl_301_2026-07-23,delta_vs_default
2031,conventional,-67.73145922450871,tracker_no_fl_301_2026-07-23,delta_vs_default
2031,dynamic,-61.531459224508694,tracker_no_fl_301_2026-07-23,delta_vs_default
2032,conventional,-70.41999384188668,tracker_no_fl_301_2026-07-23,delta_vs_default
2032,dynamic,-63.78299384188668,tracker_no_fl_301_2026-07-23,delta_vs_default
2033,conventional,-73.15418771849434,tracker_no_fl_301_2026-07-23,delta_vs_default
2033,dynamic,-66.07118771849431,tracker_no_fl_301_2026-07-23,delta_vs_default
2034,conventional,-75.95150625624586,tracker_no_fl_301_2026-07-23,delta_vs_default
2034,dynamic,-68.41150625624584,tracker_no_fl_301_2026-07-23,delta_vs_default
2035,conventional,-78.71289611294696,tracker_no_fl_301_2026-07-23,delta_vs_default
2035,dynamic,-70.68489611294697,tracker_no_fl_301_2026-07-23,delta_vs_default
Total,conventional,-633.1772955734727,tracker_no_fl_301_2026-07-23,delta_vs_default
Total,dynamic,-576.2772955734727,tracker_no_fl_301_2026-07-23,delta_vs_default
2026,conventional,1.6539346012396834,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default
2026,dynamic,1.6909346012396753,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default
2027,conventional,6.572862820219257,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default
2027,dynamic,6.564862820219247,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default
2028,conventional,6.882488932472938,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default
2028,dynamic,7.1194889324729616,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default
2029,conventional,7.174279315393079,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default
2029,dynamic,7.636279315393068,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default
2030,conventional,7.483879224979859,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default
2030,dynamic,8.026879224979837,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default
2031,conventional,7.844168691512294,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default
2031,dynamic,8.42916869151236,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default
2032,conventional,8.155934234245194,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default
2032,dynamic,8.783934234245208,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default
2033,conventional,8.472776895202628,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default
2033,dynamic,9.143776895202649,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default
2034,conventional,8.79717537223027,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default
2034,dynamic,9.513175372230279,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default
2035,conventional,9.11717626676122,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default
2035,dynamic,9.881176266761258,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default
Total,conventional,72.15467635425648,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default
Total,dynamic,76.7896763542567,tracker_no_fl_301_keep_s122_2026-07-23,delta_vs_default
