time,series,value,lower_ci,upper_ci
2014Q2,Synthetic,0.126329,,
2014Q2,Treated,0.161038,,
2014Q3,Synthetic,0.126878,,
2014Q3,Treated,0.160327,,
2014Q4,Synthetic,0.126778,,
2014Q4,Treated,0.15931,,
2015Q1,Synthetic,0.12639,,
2015Q1,Treated,0.161135,,
2015Q2,Synthetic,0.126835,,
2015Q2,Treated,0.161148,,
2015Q3,Synthetic,0.126473,,
2015Q3,Treated,0.160549,,
2015Q4,Synthetic,0.126642,,
2015Q4,Treated,0.161371,,
2016Q1,Synthetic,0.126788,,
2016Q1,Treated,0.16249,,
2016Q2,Synthetic,0.127138,,
2016Q2,Treated,0.16313,,
2016Q3,Synthetic,0.127587,,
2016Q3,Treated,0.162613,,
2016Q4,Synthetic,0.12685,,
2016Q4,Treated,0.163255,,
2017Q1,Synthetic,0.127807,,
2017Q1,Treated,0.163039,,
2017Q2,Synthetic,0.126578,,
2017Q2,Treated,0.164167,,
2017Q3,Synthetic,0.127064,,
2017Q3,Treated,0.164742,,
2017Q4,Synthetic,0.128107,,
2017Q4,Treated,0.164595,,
2018Q1,Synthetic,0.128853,,
2018Q1,Treated,0.163454,,
2018Q2,Synthetic,0.129275,,
2018Q2,Treated,0.163694,,
2018Q3,Synthetic,0.128166,,
2018Q3,Treated,0.164135,,
2018Q4,Synthetic,0.129309,,
2018Q4,Treated,0.163573,,
2019Q1,Synthetic,0.127919,,
2019Q1,Treated,0.165599,,
2019Q2,Synthetic,0.127636,,
2019Q2,Treated,0.163936,,
2019Q3,Synthetic,0.127936,,
2019Q3,Treated,0.165488,,
2019Q4,Synthetic,0.128262,,
2019Q4,Treated,0.165616,,
2020Q1,Synthetic,,,
2020Q1,Treated,,,
2020Q2,Synthetic,,,
2020Q2,Treated,,,
2020Q3,Synthetic,,,
2020Q3,Treated,,,
2020Q4,Synthetic,,,
2020Q4,Treated,,,
2021Q1,Synthetic,0.120205,,
2021Q1,Treated,0.161315,,
2021Q2,Synthetic,0.121083,,
2021Q2,Treated,0.161095,,
2021Q3,Synthetic,0.124502,,
2021Q3,Treated,0.160062,,
2021Q4,Synthetic,0.126073,,
2021Q4,Treated,0.165012,,
2022Q1,Synthetic,0.12697,,
2022Q1,Treated,0.16595,,
2022Q2,Synthetic,0.127192,,
2022Q2,Treated,0.164746,,
2022Q3,Synthetic,0.125572,,
2022Q3,Treated,0.166803,,
2022Q4,Synthetic,0.126639,,
2022Q4,Treated,0.166696,,
2023Q1,Synthetic,0.127753,,
2023Q1,Treated,0.166336,,
2023Q2,Synthetic,0.1241,,
2023Q2,Treated,0.166025,,
2023Q3,Synthetic,0.123834,,
2023Q3,Treated,0.165038,,
2023Q4,Synthetic,0.126009,,
2023Q4,Treated,0.164531,,
2024Q1,Synthetic,0.1267,,
2024Q1,Treated,0.163167,,
2024Q2,Synthetic,0.12474,,
2024Q2,Treated,0.164456,,
2024Q3,Synthetic,0.124334,,
2024Q3,Treated,0.163584,,
2024Q4,Synthetic,0.124828,,
2024Q4,Treated,0.165087,,
2025Q1,Synthetic,0.12611,,
2025Q1,Treated,0.165671,,
2025Q2,Synthetic,0.125865,,
2025Q2,Treated,0.16236,,
2025Q3,Synthetic,0.123352,,
2025Q3,Treated,0.16472,,
2025Q4,Synthetic,0.123198,,
2025Q4,Treated,0.164258,,
2026Q1,Synthetic,0.122466,,
2026Q1,Treated,0.161762,,
2005Q1,Difference,-0.00308696,-0.0127578,0.00658385
2005Q2,Difference,-0.00296421,-0.0115941,0.00566569
2005Q3,Difference,-0.00269196,-0.010915,0.00553103
2005Q4,Difference,-0.00237437,-0.0115874,0.00683869
2006Q1,Difference,-0.00443023,-0.0133621,0.00450159
2006Q2,Difference,-0.00517429,-0.0133541,0.00300554
2006Q3,Difference,-0.00622399,-0.0149614,0.00251337
2006Q4,Difference,-0.000252676,-0.00907161,0.00856626
2007Q1,Difference,-0.00161353,-0.00993824,0.00671119
2007Q2,Difference,-0.00157817,-0.0105908,0.00743447
2007Q3,Difference,-0.00221091,-0.0109456,0.0065238
2007Q4,Difference,-0.00298269,-0.0120082,0.00604282
2008Q1,Difference,-0.00151138,-0.00965332,0.00663056
2008Q2,Difference,0.00161346,-0.00686855,0.0100955
2008Q3,Difference,0.00285807,-0.00620339,0.0119195
2008Q4,Difference,0.0025537,-0.00519075,0.0102981
2009Q1,Difference,0.00302681,-0.00552263,0.0115763
2009Q2,Difference,0.00423913,-0.00502716,0.0135054
2009Q3,Difference,0.00424546,-0.0047384,0.0132293
2009Q4,Difference,0.00420517,-0.00456729,0.0129776
2010Q1,Difference,0.00277571,-0.00558827,0.0111397
2010Q2,Difference,0.00164984,-0.00638829,0.00968797
2010Q3,Difference,0.000836917,-0.00653594,0.00820977
2010Q4,Difference,-0.0015272,-0.00847849,0.00542408
2011Q1,Difference,-0.000809406,-0.00763933,0.00602052
2011Q2,Difference,-0.00267288,-0.0087216,0.00337585
2011Q3,Difference,-0.00318543,-0.00882511,0.00245424
2011Q4,Difference,-0.0050383,-0.0110538,0.000977241
2012Q1,Difference,-0.00218574,-0.00916428,0.00479281
2012Q2,Difference,-0.00179722,-0.00845243,0.00485799
2012Q3,Difference,-0.00336966,-0.0101269,0.00338754
2012Q4,Difference,-0.00348292,-0.00989973,0.00293389
2013Q1,Difference,-0.00427035,-0.0111761,0.00263536
2013Q2,Difference,-0.00411627,-0.0108256,0.00259305
2013Q3,Difference,-0.00439939,-0.0117026,0.00290385
2013Q4,Difference,-0.00348256,-0.0104022,0.00343704
2014Q1,Difference,-0.00314109,-0.0102435,0.00396134
2014Q2,Difference,-0.00424113,-0.0102542,0.0017719
2014Q3,Difference,-0.00550129,-0.0114367,0.000434122
2014Q4,Difference,-0.00641927,-0.0123254,-0.000513086
2015Q1,Difference,-0.00420618,-0.0100403,0.00162791
2015Q2,Difference,-0.00463761,-0.00970991,0.000434688
2015Q3,Difference,-0.00487414,-0.0100886,0.000340308
2015Q4,Difference,-0.00422149,-0.00985437,0.00141139
2016Q1,Difference,-0.00324814,-0.00844298,0.0019467
2016Q2,Difference,-0.00295911,-0.00851204,0.00259381
2016Q3,Difference,-0.00392434,-0.00941909,0.00157042
2016Q4,Difference,-0.00254601,-0.00751665,0.00242463
2017Q1,Difference,-0.00371832,-0.00856114,0.0011245
2017Q2,Difference,-0.0013622,-0.0064809,0.0037565
2017Q3,Difference,-0.00127185,-0.00660542,0.00406172
2017Q4,Difference,-0.00246269,-0.00784372,0.00291834
2018Q1,Difference,-0.00434964,-0.00994136,0.00124207
2018Q2,Difference,-0.00453107,-0.0100024,0.000940212
2018Q3,Difference,-0.00298067,-0.00875275,0.00279142
2018Q4,Difference,-0.00468648,-0.0105058,0.0011328
2019Q1,Difference,-0.00127026,-0.00689322,0.00435271
2019Q2,Difference,-0.00265003,-0.00720703,0.00190697
2019Q3,Difference,-0.00139914,-0.0064412,0.00364292
2019Q4,Difference,-0.00159705,-0.00840212,0.00520802
2020Q1,Difference,,,
2020Q2,Difference,,,
2020Q3,Difference,,,
2020Q4,Difference,,,
2021Q1,Difference,0.00216042,-0.00159026,0.00591109
2021Q2,Difference,0.00106119,-0.00266115,0.00478353
2021Q3,Difference,-0.00339046,-0.00758262,0.000801693
2021Q4,Difference,-1.19221e-05,-0.00392345,0.0038996
2022Q1,Difference,2.95986e-05,-0.00328345,0.00334265
2022Q2,Difference,-0.00139657,-0.00510608,0.00231294
2022Q3,Difference,0.00228052,-0.00163962,0.00620067
2022Q4,Difference,0.00110629,-0.00412242,0.00633499
2023Q1,Difference,-0.000367809,-0.00616954,0.00543392
2023Q2,Difference,0.0029745,-0.00281164,0.00876064
2023Q3,Difference,0.0022537,-0.00372087,0.00822827
2023Q4,Difference,-0.000428977,-0.00603289,0.00517494
2024Q1,Difference,-0.00248284,-0.0080541,0.00308843
2024Q2,Difference,0.000766127,-0.00539259,0.00692484
2024Q3,Difference,0.000299602,-0.00606165,0.00666086
2024Q4,Difference,0.00130918,-0.00542462,0.00804297
2025Q1,Difference,0.000610614,-0.00653054,0.00775177
2025Q2,Difference,-0.00245506,-0.0101452,0.00523509
2025Q3,Difference,0.00241739,-0.00578079,0.0106156
2025Q4,Difference,0.00210872,-0.00589333,0.0101108
2026Q1,Difference,0.000345554,-0.00831785,0.00900896
