time,series,value,lower_ci,upper_ci
2012Q2,Treated,-3.21104,,
2012Q3,Synthetic,-2.57789,,
2012Q3,Treated,-3.31578,,
2012Q4,Synthetic,-2.46998,,
2012Q4,Treated,-3.23305,,
2013Q1,Synthetic,-2.68591,,
2013Q1,Treated,-3.3444,,
2013Q2,Synthetic,-2.49022,,
2013Q2,Treated,-3.35654,,
2013Q3,Synthetic,-2.55944,,
2013Q3,Treated,-3.48639,,
2013Q4,Synthetic,-2.5803,,
2013Q4,Treated,-3.47341,,
2014Q1,Synthetic,-2.66495,,
2014Q1,Treated,-3.46968,,
2014Q2,Synthetic,-2.80818,,
2014Q2,Treated,-3.41662,,
2014Q3,Synthetic,-2.90189,,
2014Q3,Treated,-3.6818,,
2014Q4,Synthetic,-2.86382,,
2014Q4,Treated,-3.67387,,
2015Q1,Synthetic,-2.91469,,
2015Q1,Treated,-3.90693,,
2015Q2,Synthetic,-2.89904,,
2015Q2,Treated,-3.81152,,
2015Q3,Synthetic,-3.11855,,
2015Q3,Treated,-3.62099,,
2015Q4,Synthetic,-3.08153,,
2015Q4,Treated,-3.72174,,
2016Q1,Synthetic,-3.12456,,
2016Q1,Treated,-3.74443,,
2016Q2,Synthetic,-3.08369,,
2016Q2,Treated,-3.87656,,
2016Q3,Synthetic,-3.01112,,
2016Q3,Treated,-4.1258,,
2016Q4,Synthetic,-3.14054,,
2016Q4,Treated,-3.75684,,
2017Q1,Synthetic,-3.30335,,
2017Q1,Treated,-3.94309,,
2017Q2,Synthetic,-3.31743,,
2017Q2,Treated,-3.98696,,
2017Q3,Synthetic,-3.13516,,
2017Q3,Treated,-3.95276,,
2017Q4,Synthetic,-3.42359,,
2017Q4,Treated,-4.01036,,
2018Q1,Synthetic,-3.40558,,
2018Q1,Treated,-3.99824,,
2018Q2,Synthetic,-3.34112,,
2018Q2,Treated,-4.11407,,
2018Q3,Synthetic,-3.46488,,
2018Q3,Treated,-3.9559,,
2018Q4,Synthetic,-3.69217,,
2018Q4,Treated,-4.08063,,
2019Q1,Synthetic,-3.5317,,
2019Q1,Treated,-4.03389,,
2019Q2,Synthetic,-3.64533,,
2019Q2,Treated,-4.25363,,
2019Q3,Synthetic,-3.56335,,
2019Q3,Treated,-4.26827,,
2019Q4,Synthetic,-3.44926,,
2019Q4,Treated,-4.48783,,
2020Q1,Synthetic,,,
2020Q1,Treated,,,
2020Q2,Synthetic,,,
2020Q2,Treated,,,
2020Q3,Synthetic,,,
2020Q3,Treated,,,
2020Q4,Synthetic,,,
2020Q4,Treated,,,
2021Q1,Synthetic,-2.80908,,
2021Q1,Treated,-3.6036,,
2021Q2,Synthetic,-2.74289,,
2021Q2,Treated,-3.60248,,
2021Q3,Synthetic,-2.96881,,
2021Q3,Treated,-3.98566,,
2021Q4,Synthetic,-3.42305,,
2021Q4,Treated,-4.07073,,
2022Q1,Synthetic,-3.37805,,
2022Q1,Treated,-4.41625,,
2022Q2,Synthetic,-3.66243,,
2022Q2,Treated,-4.4135,,
2022Q3,Synthetic,-3.56025,,
2022Q3,Treated,-4.53428,,
2022Q4,Synthetic,-3.67862,,
2022Q4,Treated,-4.23634,,
2023Q1,Synthetic,-3.74835,,
2023Q1,Treated,-4.41367,,
2023Q2,Synthetic,-3.94314,,
2023Q2,Treated,-4.34522,,
2023Q3,Synthetic,-3.98607,,
2023Q3,Treated,-4.15336,,
2023Q4,Synthetic,-3.68111,,
2023Q4,Treated,-4.38054,,
2024Q1,Synthetic,-3.75145,,
2024Q1,Treated,-4.2026,,
2024Q2,Synthetic,-3.51774,,
2024Q2,Treated,-4.27031,,
2024Q3,Synthetic,-3.56874,,
2024Q3,Treated,-4.20282,,
2024Q4,Synthetic,-3.64091,,
2024Q4,Treated,-4.13922,,
2025Q1,Synthetic,-3.66367,,
2025Q1,Treated,-4.16502,,
2025Q2,Synthetic,-3.8051,,
2025Q2,Treated,-4.06384,,
2025Q3,Synthetic,-3.66692,,
2025Q3,Treated,-4.07634,,
2025Q4,Synthetic,-3.73638,,
2025Q4,Treated,-4.11017,,
2026Q1,Synthetic,-3.45428,,
2026Q1,Treated,-4.01916,,
2026Q2,Synthetic,-3.43075,,
2026Q2,Treated,-4.13133,,
2005Q1,Difference,0.149322,-0.790883,1.08953
2005Q2,Difference,0.903888,-0.0862669,1.89404
2005Q3,Difference,0.15584,-0.753477,1.06516
2005Q4,Difference,-0.303636,-1.22522,0.617943
2006Q1,Difference,-0.344671,-1.33975,0.650405
2006Q2,Difference,-0.665026,-1.43328,0.103225
2006Q3,Difference,-0.309913,-1.22116,0.601335
2006Q4,Difference,-1.05274,-2.10877,0.00328202
2007Q1,Difference,-0.797934,-1.97284,0.376975
2007Q2,Difference,0.062431,-0.866898,0.99176
2007Q3,Difference,0.149846,-0.874229,1.17392
2007Q4,Difference,-0.642882,-1.75643,0.470667
2008Q1,Difference,-1.33028,-2.58887,-0.071693
2008Q2,Difference,-0.364961,-1.38754,0.657612
2008Q3,Difference,-0.622596,-1.98941,0.744214
2008Q4,Difference,-1.55005,-2.98751,-0.112587
2009Q1,Difference,0.076011,-1.19506,1.34708
2009Q2,Difference,-1.08461,-2.91128,0.742057
2009Q3,Difference,-0.853459,-3.08613,1.37921
2009Q4,Difference,-1.06024,-2.85954,0.739063
2010Q1,Difference,-0.164046,-2.30509,1.977
2010Q2,Difference,-2.12184,-4.30306,0.0593723
2010Q3,Difference,-1.32411,-3.22233,0.574101
2010Q4,Difference,-0.349245,-2.06408,1.36559
2011Q1,Difference,-0.878974,-3.00453,1.24658
2011Q2,Difference,-1.34069,-3.29698,0.615597
2011Q3,Difference,0.56736,-0.643597,1.77832
2011Q4,Difference,-0.106945,-1.51619,1.3023
2012Q1,Difference,-0.0659701,-1.4487,1.31676
2012Q2,Difference,-0.157443,-1.61734,1.30245
2012Q3,Difference,-0.000592082,-1.84185,1.84067
2012Q4,Difference,-0.134089,-1.44318,1.175
2013Q1,Difference,0.403193,-0.779719,1.5861
2013Q2,Difference,-0.691006,-2.12957,0.747558
2013Q3,Difference,-1.05099,-2.58969,0.487718
2013Q4,Difference,-0.827531,-2.45257,0.797509
2014Q1,Difference,-0.336549,-1.70453,1.03143
2014Q2,Difference,0.588306,-0.73176,1.90837
2014Q3,Difference,-0.182115,-1.24435,0.880118
2014Q4,Difference,-0.297129,-1.49221,0.897953
2015Q1,Difference,-1.01841,-2.33152,0.294692
2015Q2,Difference,-0.740624,-2.20811,0.726863
2015Q3,Difference,0.829786,-0.119966,1.77954
2015Q4,Difference,0.339008,-0.481736,1.15975
2016Q1,Difference,0.427227,-0.519333,1.37379
2016Q2,Difference,-0.197876,-1.34235,0.946594
2016Q3,Difference,-1.60132,-3.16556,-0.0370864
2016Q4,Difference,0.379888,-0.447104,1.20688
2017Q1,Difference,0.301196,-0.481907,1.0843
2017Q2,Difference,0.220336,-0.696893,1.13757
2017Q3,Difference,-0.270685,-1.24832,0.70695
2017Q4,Difference,0.403323,-0.453974,1.26062
2018Q1,Difference,0.419099,-0.308392,1.14659
2018Q2,Difference,-0.100286,-0.981462,0.780891
2018Q3,Difference,0.66969,0.017392,1.32199
2018Q4,Difference,0.845315,0.19225,1.49838
2019Q1,Difference,0.635714,-0.087984,1.35941
2019Q2,Difference,0.305079,-0.435266,1.04542
2019Q3,Difference,0.0912529,-0.697624,0.88013
2019Q4,Difference,-0.843922,-1.91828,0.230439
2020Q1,Difference,,,
2020Q2,Difference,,,
2020Q3,Difference,,,
2020Q4,Difference,,,
2021Q1,Difference,-0.270609,-1.85903,1.31781
2021Q2,Difference,-0.577701,-2.18617,1.03077
2021Q3,Difference,-1.28011,-2.97657,0.41635
2021Q4,Difference,0.286961,-0.739741,1.31366
2022Q1,Difference,-0.899158,-1.96816,0.169849
2022Q2,Difference,-0.0389313,-1.10395,1.02608
2022Q3,Difference,-0.72176,-2.01813,0.574607
2022Q4,Difference,0.488602,-0.528437,1.50564
2023Q1,Difference,0.178809,-0.747646,1.10527
2023Q2,Difference,0.714044,-0.107616,1.5357
2023Q3,Difference,1.38655,0.573309,2.19978
2023Q4,Difference,0.0918636,-0.942154,1.12588
2024Q1,Difference,0.74143,-0.127291,1.61015
2024Q2,Difference,-0.0450407,-1.15093,1.06085
2024Q3,Difference,0.323852,-0.846919,1.49462
2024Q4,Difference,0.655193,-0.273806,1.58419
2025Q1,Difference,0.692183,-0.359347,1.74371
2025Q2,Difference,1.3239,0.302384,2.34541
2025Q3,Difference,1.09017,-0.0905739,2.2709
2025Q4,Difference,1.10494,-0.142198,2.35208
2026Q1,Difference,0.554085,-0.607837,1.71601
2026Q2,Difference,0.124889,-1.09807,1.34784
