category,group,substitution,value
Animal products nec,Commodities,postsub,1.3340730048334946
Cereal grains nec,Commodities,presub,1.043231609243215
Cereal grains nec,Commodities,postsub,1.5525849625217396
Sugar,Commodities,presub,1.0028614723837104
Sugar,Commodities,postsub,1.7825975495619972
Bovine meat products,Commodities,presub,0.9006931948160953
Bovine meat products,Commodities,postsub,1.3800755222415462
Oil,Commodities,presub,0.7258303800875201
Oil,Commodities,postsub,0.350769195236393
Dairy products,Commodities,presub,0.5721377447358347
Dairy products,Commodities,postsub,1.5008321304376815
Meat products nec,Commodities,presub,0.3851965602279782
Meat products nec,Commodities,postsub,1.207566081961353
Oil seeds,Commodities,presub,0.348413877597704
Oil seeds,Commodities,postsub,0.6727868170927537
"Petroleum, coal products",Commodities,presub,0.3187084424798763
"Petroleum, coal products",Commodities,postsub,0.4485245447285025
"Wool, silk-worm cocoons",Commodities,presub,0.25910297342409916
"Wool, silk-worm cocoons",Commodities,postsub,7.239646177092111
Minerals nec,Commodities,presub,0.19990987028359827
Minerals nec,Commodities,postsub,0.5692811529246379
Forestry,Commodities,presub,0.18917774236577206
Forestry,Commodities,postsub,1.0810591590892111
Electricity,Commodities,presub,0.14726755214928686
Electricity,Commodities,postsub,0.8280453133449276
Plant-based fibers,Commodities,presub,0.09603063073750305
Plant-based fibers,Commodities,postsub,1.023556012329147
Natural gas,Commodities,presub,0.08645096193849962
Natural gas,Commodities,postsub,0.18401006963220617
Construction,Commodities,presub,0.07169473819868383
Construction,Commodities,postsub,1.403076780945572
Raw milk,Commodities,presub,0.04660871301133467
Raw milk,Commodities,postsub,1.2823201727494369
"Bovine cattle, sheep and goats",Commodities,presub,0.035809246702847575
"Bovine cattle, sheep and goats",Commodities,postsub,1.0293063270051532
"Sugar cane, sugar beet",Commodities,presub,0.01002050389941102
"Sugar cane, sugar beet",Commodities,postsub,0.6325346143607088
Wheat,Commodities,presub,0.008227581869688475
Wheat,Commodities,postsub,1.1155610471452497
Water,Commodities,presub,0.0051551430951807895
Water,Commodities,postsub,1.219066711313366
"Gas manufacture, distribution",Commodities,presub,0.00038754507227314704
"Gas manufacture, distribution",Commodities,postsub,0.8222949986689212
Coal,Commodities,presub,0.00024167575967110638
Coal,Commodities,postsub,0.4082723419964574
Air transport,Commodities,presub,0
Air transport,Commodities,postsub,0.6555358730647345
Accommodation & food services,Commodities,presub,0
Accommodation & food services,Commodities,postsub,0.9545522362170694
Communication,Commodities,presub,0
Communication,Commodities,postsub,0.9775534949210951
Water transport,Commodities,presub,0
Water transport,Commodities,postsub,0.8912987747809986
Financial services nec,Commodities,presub,0
Financial services nec,Commodities,postsub,0.7992937399648954
Insurance,Commodities,presub,0
Insurance,Commodities,postsub,0.7417905932048311
Business services nec,Commodities,presub,0
Business services nec,Commodities,postsub,0.9315509775130437
Transport nec,Commodities,presub,0
Transport nec,Commodities,postsub,0.897049089457005
Warehousing and support,Commodities,presub,0
Warehousing and support,Commodities,postsub,1.1385623058492758
Recreational and other services,Commodities,presub,0
Recreational and other services,Commodities,postsub,0.948801921541063
Human health and social work,Commodities,presub,0
Human health and social work,Commodities,postsub,1.023556012329147
Public Administration,Commodities,presub,0
Public Administration,Commodities,postsub,0.9775534949210951
Real estate activities,Commodities,presub,0
Real estate activities,Commodities,postsub,0.8625472014009663
Trade,Commodities,presub,0
Trade,Commodities,postsub,0.93730129218905
Dwellings,Commodities,presub,0
Dwellings,Commodities,postsub,0.7877931106128827
Education,Commodities,presub,0
Education,Commodities,postsub,0.8567968867249599
