category,group,substitution,value
Communication,Commodities,postsub,0.8435657977528755
"Gas manufacture, distribution",Commodities,presub,0.0004821578201369761
"Gas manufacture, distribution",Commodities,postsub,0.6399464672608022
Water transport,Commodities,presub,0.0004721435978265993
Water transport,Commodities,postsub,0.7950850047785722
Financial services nec,Commodities,presub,0.00021743620490579968
Financial services nec,Commodities,postsub,0.5526810399070563
Insurance,Commodities,presub,0.00018300326784872524
Insurance,Commodities,postsub,0.5138964055276138
Business services nec,Commodities,presub,0.00013426314423199074
Business services nec,Commodities,postsub,0.7950850047785722
Transport nec,Commodities,presub,0.00011258200179503163
Transport nec,Commodities,postsub,0.8047811633734329
Warehousing and support,Commodities,presub,0.00011108081613614403
Warehousing and support,Commodities,postsub,1.1150582384089733
Recreational and other services,Commodities,presub,7.020397233623738e-05
Recreational and other services,Commodities,postsub,0.7950850047785722
Human health and social work,Commodities,presub,6.519964820099152e-05
Human health and social work,Commodities,postsub,0.9017427493220395
Public Administration,Commodities,presub,1.5339282610068465e-05
Public Administration,Commodities,postsub,0.8726542735374574
Real estate activities,Commodities,presub,1.5149913808944545e-06
Real estate activities,Commodities,postsub,0.6593387844505235
Trade,Commodities,presub,0.0
Trade,Commodities,postsub,0.7853888461837117
Dwellings,Commodities,presub,0.0
Dwellings,Commodities,postsub,0.5042002469327532
Education,Commodities,presub,0.0
Education,Commodities,postsub,0.6205541500710808
